Geneid	/ufrc/jkim6/share/braskey/labmtg_20200709/data/alignments/SRR9313223.sam
AT1G03010	25
AT1G03020	0
AT1G03022	0
AT1G03030	227
AT1G03040	735
AT1G03050	0
AT1G03055	20
AT1G03060	1441
AT1G03070	50
AT1G03080	2744
AT1G03090	2171
AT1G03100	34
AT1G03103	0
AT1G03106	87
AT1G03110	144
AT1G03120	23
AT1G03130	6674
AT1G03140	911
AT1G03150	185
AT1G03160	982
AT1G03170	108
AT1G03180	54
AT1G03190	242
AT1G03200	3
AT1G03210	280
AT1G03220	6040
AT1G03230	872
AT1G03240	0
AT1G03250	280
AT1G03260	142
AT1G03270	20
AT1G03280	861
AT1G03290	413
AT1G03300	65
AT1G03310	397
AT1G03320	52
AT1G03330	374
AT1G03340	45
AT1G03350	1231
AT1G03360	65
AT1G03365	383
AT1G03370	588
AT1G03380	1170
AT1G03390	0
AT1G03400	83
AT1G03410	287
AT1G03430	301
AT1G03440	240
AT1G03445	59
AT1G03457	388
AT1G03470	224
AT1G03475	2397
AT1G03490	0
AT1G03495	1
AT1G03502	0
AT1G03506	9
AT1G03510	35
AT1G03515	0
AT1G03520	230
AT1G03530	257
AT1G03540	22
AT1G03545	26
AT1G03550	431
AT1G03560	251
AT1G03570	0
AT1G03590	1218
AT1G03600	5018
AT1G03610	433
AT1G03620	32
AT1G03630	1383
AT1G03640	0
AT1G03650	10
AT1G03660	12
AT1G03670	0
AT1G03680	1350
AT1G03687	194
AT1G03700	2
AT1G03710	2
AT1G03720	0
AT1G03730	118
AT1G03740	529
AT1G03743	0
AT1G03746	0
AT1G03750	108
AT1G03760	51
AT1G03770	119
AT1G03780	143
AT1G03790	647
AT1G03800	9
AT1G03810	0
AT1G03820	45
AT1G03830	127
AT1G03840	33
AT1G03850	431
AT1G03860	425
AT1G03870	12987
AT1G03880	11
AT1G03890	0
AT1G03900	2165
AT1G03905	171
AT1G03910	1226
AT1G03920	175
AT1G03930	904
AT1G03935	30
AT1G03940	1
AT1G03950	169
AT1G03960	132
AT1G03970	171
AT1G03980	1
AT1G03982	0
AT1G03990	1
AT1G04000	451
AT1G04010	200
AT1G04020	153
AT1G04030	155
AT1G04040	2406
AT1G04050	77
AT1G04070	78
AT1G04080	1852
AT1G04090	30
AT1G04100	75
AT1G04110	33
AT1G04120	2054
AT1G04130	137
AT1G04140	2030
AT1G04150	9
AT1G04160	191
AT1G04170	1435
AT1G04171	0
AT1G04180	7
AT1G04190	375
AT1G04200	428
AT1G04210	1030
AT1G04220	2175
AT1G04230	146
AT1G04240	1091
AT1G04250	3916
AT1G04260	266
AT1G04270	3176
AT1G04280	833
AT1G04290	179
AT1G04295	19
AT1G04300	2183
AT1G04310	212
AT1G04320	0
AT1G04330	7
AT1G04340	217
AT1G04350	147
AT1G04360	48
AT1G04370	1
AT1G04380	0
AT1G04390	189
AT1G04400	2567
AT1G04410	8822
AT1G04420	931
AT1G04425	25
AT1G04430	2298
AT1G04440	1505
AT1G04445	4
AT1G04450	0
AT1G04470	2
AT1G04480	1502
AT1G04490	7
AT1G04500	5
AT1G04501	0
AT1G04510	723
AT1G04520	249
AT1G04530	1424
AT1G04540	2
AT1G04550	661
AT1G04555	49
AT1G04560	52
AT1G04570	24
AT1G04580	3
AT1G04590	235
AT1G04600	6
AT1G04610	67
AT1G04620	407
AT1G04625	0
AT1G04630	403
AT1G04635	11
AT1G04640	272
AT1G04645	0
AT1G04650	34
AT1G04660	7
AT1G04670	0
AT1G04680	1899
AT1G04684	0
AT1G04690	907
AT1G04700	25
AT1G04710	269
AT1G04720	0
AT1G04730	110
AT1G04750	1155
AT1G04760	22
AT1G04770	450
AT1G04778	24
AT1G04780	835
AT1G04790	337
AT1G04800	1517
AT1G04810	1155
AT1G04820	11603
AT1G04830	380
AT1G04840	12
AT1G04850	1575
AT1G04860	696
AT1G04870	304
AT1G04880	7
AT1G04890	0
AT1G04900	83
AT1G04910	571
AT1G04920	47
AT1G04930	88
AT1G04940	293
AT1G04945	51
AT1G04950	367
AT1G04960	466
AT1G04970	695
AT1G04980	131
AT1G04985	399
AT1G04990	588
AT1G05000	136
AT1G05010	1281
AT1G05020	7
AT1G05030	207
AT1G05040	0
AT1G05055	152
AT1G05060	219
AT1G05065	7
AT1G05070	351
AT1G05080	0
AT1G05085	0
AT1G05090	5
AT1G05100	93
AT1G05120	603
AT1G05136	0
AT1G05140	1061
AT1G05150	1123
AT1G05160	171
AT1G05170	392
AT1G05180	432
AT1G05190	3932
AT1G05200	196
AT1G05205	251
AT1G05210	60
AT1G05220	17
AT1G05230	691
AT1G05240	0
AT1G05250	0
AT1G05260	3414
AT1G05270	761
AT1G05280	24
AT1G05290	0
AT1G05291	0
AT1G05300	31
AT1G05310	82
AT1G05320	673
AT1G05330	3
AT1G05340	928
AT1G05350	430
AT1G05360	407
AT1G05370	16
AT1G05380	945
AT1G05385	191
AT1G05390	0
AT1G05400	29
AT1G05410	197
AT1G05420	93
AT1G05430	331
AT1G05440	17
AT1G05450	2
AT1G05460	133
AT1G05470	240
AT1G05490	82
AT1G05500	668
AT1G05510	9
AT1G05520	909
AT1G05530	11
AT1G05540	12
AT1G05550	4
AT1G05560	1902
AT1G05562	352
AT1G05570	2141
AT1G05575	19
AT1G05577	8
AT1G05580	0
AT1G05590	478
AT1G05600	133
AT1G05610	9
AT1G05615	0
AT1G05620	445
AT1G05630	194
AT1G05640	125
AT1G05650	20
AT1G05660	47
AT1G05670	113
AT1G05675	42
AT1G05680	1143
AT1G05690	49
AT1G05700	93
AT1G05710	113
AT1G05720	274
AT1G05730	2
AT1G05740	0
AT1G05750	66
AT1G05760	103
AT1G05770	10
AT1G05780	110
AT1G05785	152
AT1G05790	641
AT1G05800	0
AT1G05805	344
AT1G05810	280
AT1G05820	50
AT1G05830	1025
AT1G05835	338
AT1G05840	420
AT1G05850	11157
AT1G05860	155
AT1G05870	2343
AT1G05880	7
AT1G05890	2028
AT1G05894	8
AT1G05900	338
AT1G05910	553
AT1G05920	0
AT1G05925	0
AT1G05930	0
AT1G05940	668
AT1G05950	76
AT1G05960	2150
AT1G05970	70
AT1G05980	0
AT1G05990	0
AT1G06000	4294
AT1G06002	182
AT1G06010	123
AT1G06020	8
AT1G06030	1
AT1G06040	8350
AT1G06050	167
AT1G06060	511
AT1G06070	375
AT1G06080	125
AT1G06090	115
AT1G06100	0
AT1G06110	806
AT1G06120	27
AT1G06130	404
AT1G06135	2
AT1G06137	0
AT1G06140	7
AT1G06148	2
AT1G06149	0
AT1G06150	40
AT1G06160	3
AT1G06170	4
AT1G06180	908
AT1G06190	1102
AT1G06200	556
AT1G06210	495
AT1G06220	918
AT1G06225	4
AT1G06230	1339
AT1G06240	269
AT1G06250	1
AT1G06260	0
AT1G06265	149
AT1G06270	39
AT1G06280	0
AT1G06290	1074
AT1G06310	3
AT1G06320	4
AT1G06330	8
AT1G06340	2
AT1G06350	105
AT1G06360	2011
AT1G06380	115
AT1G06390	1191
AT1G06400	990
AT1G06410	3415
AT1G06420	28
AT1G06430	4612
AT1G06440	8
AT1G06450	107
AT1G06460	155
AT1G06470	321
AT1G06475	47
AT1G06480	0
AT1G06490	119
AT1G06500	107
AT1G06510	156
AT1G06515	239
AT1G06520	14
AT1G06530	1030
AT1G06540	12
AT1G06550	994
AT1G06560	142
AT1G06570	2683
AT1G06580	36
AT1G06590	154
AT1G06610	0
AT1G06620	301
AT1G06630	250
AT1G06640	1414
AT1G06645	62
AT1G06650	467
AT1G06660	27
AT1G06670	1169
AT1G06680	12043
AT1G06690	1710
AT1G06700	1908
AT1G06710	35
AT1G06720	344
AT1G06730	337
AT1G06750	21
AT1G06760	1736
AT1G06770	108
AT1G06780	329
AT1G06790	109
AT1G06800	342
AT1G06810	3
AT1G06820	547
AT1G06830	17
AT1G06840	596
AT1G06850	474
AT1G06860	0
AT1G06870	582
AT1G06880	0
AT1G06890	1281
AT1G06900	959
AT1G06910	81
AT1G06920	1
AT1G06923	0
AT1G06925	8
AT1G06930	30
AT1G06950	3155
AT1G06960	151
AT1G06970	1
AT1G06980	670
AT1G06990	0
AT1G07000	376
AT1G07010	1580
AT1G07020	123
AT1G07025	0
AT1G07030	567
AT1G07040	575
AT1G07050	122
AT1G07051	0
AT1G07060	2
AT1G07070	104
AT1G07080	1901
AT1G07090	261
AT1G07100	0
AT1G07110	2339
AT1G07119	27
AT1G07120	4
AT1G07128	127
AT1G07130	72
AT1G07135	186
AT1G07140	3336
AT1G07150	1885
AT1G07160	30
AT1G07170	187
AT1G07175	3
AT1G07180	186
AT1G07190	0
AT1G07200	811
AT1G07210	232
AT1G07220	175
AT1G07230	456
AT1G07240	554
AT1G07250	1242
AT1G07260	192
AT1G07270	17
AT1G07280	89
AT1G07290	37
AT1G07300	53
AT1G07310	1177
AT1G07320	4811
AT1G07330	4
AT1G07340	0
AT1G07350	1463
AT1G07360	1063
AT1G07370	164
AT1G07380	234
AT1G07390	42
AT1G07400	299
AT1G07410	31
AT1G07420	843
AT1G07430	53
AT1G07440	149
AT1G07450	2
AT1G07460	0
AT1G07470	435
AT1G07473	0
AT1G07476	0
AT1G07480	540
AT1G07485	9
AT1G07490	15
AT1G07500	5
AT1G07510	1630
AT1G07520	251
AT1G07530	785
AT1G07540	9
AT1G07550	21
AT1G07560	57
AT1G07570	756
AT1G07580	0
AT1G07590	8110
AT1G07600	0
AT1G07610	1462
AT1G07615	103
AT1G07620	44
AT1G07630	437
AT1G07640	709
AT1G07645	12
AT1G07650	1442
AT1G07660	212
AT1G07670	990
AT1G07680	0
AT1G07690	37
AT1G07700	464
AT1G07702	0
AT1G07705	330
AT1G07710	6
AT1G07720	1510
AT1G07725	3
AT1G07728	427
AT1G07730	0
AT1G07740	78
AT1G07745	111
AT1G07747	0
AT1G07750	859
AT1G07760	0
AT1G07770	2592
AT1G07780	76
AT1G07790	565
AT1G07795	1
AT1G07810	864
AT1G07820	608
AT1G07830	200
AT1G07840	198
AT1G07850	2
AT1G07860	0
AT1G07870	242
AT1G07880	16
AT1G07885	0
AT1G07890	15087
AT1G07900	0
AT1G07901	0
AT1G07910	312
AT1G07920	5420
AT1G07930	3083
AT1G07940	3043
AT1G07950	188
AT1G07960	438
AT1G07970	166
AT1G07980	355
AT1G07985	1099
AT1G07990	1352
AT1G08000	254
AT1G08005	5
AT1G08010	697
AT1G08030	465
AT1G08032	0
AT1G08035	3
AT1G08040	281
AT1G08050	270
AT1G08060	500
AT1G08065	0
AT1G08070	28
AT1G08080	1
AT1G08090	7
AT1G08100	0
AT1G08110	1020
AT1G08115	10
AT1G08120	0
AT1G08125	269
AT1G08130	452
AT1G08135	0
AT1G08140	0
AT1G08150	0
AT1G08160	605
AT1G08165	4
AT1G08170	3
AT1G08180	114
AT1G08190	2985
AT1G08200	5086
AT1G08210	336
AT1G08220	46
AT1G08230	539
AT1G08240	0
AT1G08250	376
AT1G08260	396
AT1G08270	27
AT1G08280	143
AT1G08290	2
AT1G08300	35
AT1G08310	43
AT1G08315	177
AT1G08320	335
AT1G08340	105
AT1G08350	200
AT1G08360	1660
AT1G08370	860
AT1G08380	8996
AT1G08390	60
AT1G08400	83
AT1G08410	209
AT1G08420	1718
AT1G08430	12
AT1G08440	0
AT1G08450	722
AT1G08460	402
AT1G08465	107
AT1G08470	250
AT1G08480	887
AT1G08490	642
AT1G08500	309
AT1G08510	4073
AT1G08520	3823
AT1G08530	120
AT1G08540	1575
AT1G08550	533
AT1G08560	262
AT1G08570	2741
AT1G08580	319
AT1G08590	324
AT1G08592	49
AT1G08600	763
AT1G08610	64
AT1G08620	971
AT1G08630	241
AT1G08640	776
AT1G08650	793
AT1G08660	567
AT1G08670	95
AT1G08680	1177
AT1G08695	0
AT1G08700	645
AT1G08710	150
AT1G08720	385
AT1G08730	13
AT1G08750	158
AT1G08760	738
AT1G08770	345
AT1G08780	255
AT1G08790	1
AT1G08800	889
AT1G08810	148
AT1G08820	802
AT1G08830	3749
AT1G08840	80
AT1G08845	35
AT1G08860	7
AT1G08870	0
AT1G08880	470
AT1G08890	435
AT1G08900	347
AT1G08910	762
AT1G08920	828
AT1G08930	1614
AT1G08940	194
AT1G08950	0
AT1G08960	256
AT1G08970	726
AT1G08980	545
AT1G08985	0
AT1G08990	164
AT1G09000	113
AT1G09010	1061
AT1G09020	1368
AT1G09026	0
AT1G09030	0
AT1G09040	57
AT1G09050	51
AT1G09060	771
AT1G09070	2803
AT1G09080	0
AT1G09090	164
AT1G09100	296
AT1G09110	0
AT1G09130	1163
AT1G09140	2869
AT1G09150	361
AT1G09155	21
AT1G09157	0
AT1G09160	603
AT1G09170	9
AT1G09176	1
AT1G09180	7
AT1G09190	55
AT1G09195	206
AT1G09200	538
AT1G09210	1797
AT1G09220	9
AT1G09230	350
AT1G09240	179
AT1G09245	0
AT1G09250	1738
AT1G09260	0
AT1G09270	1681
AT1G09280	534
AT1G09290	123
AT1G09300	60
AT1G09310	19264
AT1G09320	126
AT1G09330	556
AT1G09340	4704
AT1G09350	166
AT1G09360	0
AT1G09370	1
AT1G09380	19
AT1G09390	516
AT1G09400	5
AT1G09410	19
AT1G09415	207
AT1G09420	330
AT1G09421	2
AT1G09430	1338
AT1G09440	64
AT1G09450	31
AT1G09460	593
AT1G09470	27
AT1G09480	47
AT1G09483	0
AT1G09490	229
AT1G09500	11
AT1G09510	0
AT1G09520	255
AT1G09530	737
AT1G09540	260
AT1G09550	0
AT1G09560	2829
AT1G09570	7759
AT1G09575	110
AT1G09580	99
AT1G09590	1515
AT1G09600	21
AT1G09610	17
AT1G09620	2077
AT1G09625	0
AT1G09630	248
AT1G09640	4028
AT1G09645	262
AT1G09650	2
AT1G09660	648
AT1G09665	0
AT1G09680	11
AT1G09690	2412
AT1G09700	114
AT1G09710	166
AT1G09720	0
AT1G09730	799
AT1G09740	1179
AT1G09750	2745
AT1G09760	537
AT1G09770	2583
AT1G09780	1992
AT1G09790	0
AT1G09794	47
AT1G09795	409
AT1G09800	47
AT1G09810	170
AT1G09812	23
AT1G09815	188
AT1G09820	67
AT1G09830	371
AT1G09840	813
AT1G09850	436
AT1G09860	1
AT1G09870	528
AT1G09880	9
AT1G09890	47
AT1G09900	308
AT1G09910	267
AT1G09920	651
AT1G09930	0
AT1G09932	34
AT1G09935	0
AT1G09940	513
AT1G09950	54
AT1G09960	224
AT1G09970	2564
AT1G09980	662
AT1G09995	56
AT1G10000	3
AT1G10010	0
AT1G10020	474
AT1G10030	209
AT1G10040	66
AT1G10050	354
AT1G10060	53
AT1G10070	699
AT1G10090	650
AT1G10095	68
AT1G10100	0
AT1G10110	4
AT1G10120	892
AT1G10130	1048
AT1G10140	275
AT1G10150	299
AT1G10155	2
AT1G10170	2869
AT1G10180	354
AT1G10190	0
AT1G10200	1359
AT1G10210	165
AT1G10220	10
AT1G10230	68
AT1G10240	146
AT1G10250	0
AT1G10270	138
AT1G10280	124
AT1G10290	1633
AT1G10300	10
AT1G10310	187
AT1G10320	352
AT1G10330	23
AT1G10340	98
AT1G10350	214
AT1G10360	501
AT1G10370	1782
AT1G10380	415
AT1G10385	0
AT1G10390	2194
AT1G10400	62
AT1G10410	883
AT1G10417	46
AT1G10430	575
AT1G10440	0
AT1G10450	506
AT1G10455	0
AT1G10460	17
AT1G10470	1250
AT1G10480	79
AT1G10490	125
AT1G10500	569
AT1G10510	780
AT1G10520	26
AT1G10522	185
AT1G10530	21
AT1G10540	7
AT1G10550	110
AT1G10560	60
AT1G10570	351
AT1G10580	574
AT1G10585	0
AT1G10586	0
AT1G10588	0
AT1G10590	1317
AT1G10600	203
AT1G10610	131
AT1G10620	0
AT1G10630	1285
AT1G10640	427
AT1G10650	795
AT1G10652	0
AT1G10657	127
AT1G10660	1156
AT1G10670	4044
AT1G10680	0
AT1G10682	2104
AT1G10690	80
AT1G10700	203
AT1G10710	1
AT1G10717	0
AT1G10720	538
AT1G10730	151
AT1G10740	1739
AT1G10745	0
AT1G10747	0
AT1G10750	46
AT1G10760	1683
AT1G10770	1
AT1G10780	73
AT1G10790	7
AT1G10800	23
AT1G10810	2
AT1G10820	414
AT1G10830	299
AT1G10840	1500
AT1G10850	890
AT1G10865	240
AT1G10870	510
AT1G10880	0
AT1G10890	1207
AT1G10900	548
AT1G10910	781
AT1G10920	36
AT1G10930	306
AT1G10940	1650
AT1G10950	2477
AT1G10960	15277
AT1G10970	70
AT1G10980	0
AT1G10990	58
AT1G11000	290
AT1G11010	0
AT1G11020	252
AT1G11030	0
AT1G11040	1
AT1G11050	144
AT1G11060	348
AT1G11070	7
AT1G11080	17
AT1G11090	141
AT1G11100	84
AT1G11110	0
AT1G11112	1
AT1G11120	139
AT1G11125	7
AT1G11130	135
AT1G11145	0
AT1G11160	17
AT1G11170	64
AT1G11175	228
AT1G11180	337
AT1G11185	9
AT1G11190	93
AT1G11200	173
AT1G11210	52
AT1G11220	23
AT1G11230	0
AT1G11240	310
AT1G11250	4
AT1G11260	2340
AT1G11270	71
AT1G11280	404
AT1G11290	41
AT1G11300	175
AT1G11310	1606
AT1G11320	77
AT1G11330	117
AT1G11340	17
AT1G11350	204
AT1G11360	746
AT1G11362	0
AT1G11370	0
AT1G11380	296
AT1G11390	582
AT1G11400	648
AT1G11410	380
AT1G11420	34
AT1G11430	1329
AT1G11440	204
AT1G11450	82
AT1G11460	3
AT1G11470	0
AT1G11475	127
AT1G11480	1614
AT1G11490	3
AT1G11500	6
AT1G11510	0
AT1G11520	0
AT1G11530	212
AT1G11540	25
AT1G11545	1637
AT1G11550	0
AT1G11560	0
AT1G11570	10
AT1G11572	1
AT1G11580	1561
AT1G11590	0
AT1G11592	237
AT1G11593	0
AT1G11600	1352
AT1G11608	0
AT1G11610	0
AT1G11620	0
AT1G11630	105
AT1G11640	0
AT1G11650	4061
AT1G11655	0
AT1G11660	662
AT1G11670	994
AT1G11680	1880
AT1G11684	0
AT1G11690	0
AT1G11700	286
AT1G11710	64
AT1G11720	822
AT1G11730	12
AT1G11735	15
AT1G11740	169
AT1G11750	937
AT1G11755	110
AT1G11760	144
AT1G11765	0
AT1G11770	0
AT1G11780	139
AT1G11785	3
AT1G11790	332
AT1G11800	89
AT1G11810	0
AT1G11820	1454
AT1G11840	1746
AT1G11850	172
AT1G11860	10234
AT1G11870	434
AT1G11880	80
AT1G11890	595
AT1G11900	24
AT1G11905	178
AT1G11910	17931
AT1G11915	27
AT1G11920	0
AT1G11925	0
AT1G11930	903
AT1G11940	79
AT1G11950	138
AT1G11960	230
AT1G11970	0
AT1G11980	0
AT1G11990	0
AT1G12000	1352
AT1G12010	320
AT1G12013	6
AT1G12015	1
AT1G12020	146
AT1G12030	1
AT1G12040	27
AT1G12050	360
AT1G12060	27
AT1G12064	36
AT1G12070	68
AT1G12080	29905
AT1G12090	18434
AT1G12100	11
AT1G12110	5995
AT1G12120	787
AT1G12130	60
AT1G12140	453
AT1G12150	0
AT1G12160	107
AT1G12170	0
AT1G12180	0
AT1G12190	0
AT1G12200	215
AT1G12210	47
AT1G12211	0
AT1G12220	134
AT1G12230	1817
AT1G12240	5163
AT1G12244	106
AT1G12250	580
AT1G12260	102
AT1G12270	835
AT1G12280	65
AT1G12290	133
AT1G12294	0
AT1G12300	62
AT1G12310	1664
AT1G12320	176
AT1G12330	614
AT1G12340	0
AT1G12350	230
AT1G12360	1490
AT1G12370	365
AT1G12380	43
AT1G12390	144
AT1G12400	84
AT1G12410	1406
AT1G12411	0
AT1G12420	232
AT1G12423	0
AT1G12430	383
AT1G12440	2299
AT1G12450	126
AT1G12451	0
AT1G12460	370
AT1G12470	757
AT1G12480	8
AT1G12490	1
AT1G12500	2074
AT1G12510	0
AT1G12520	1670
AT1G12530	191
AT1G12540	0
AT1G12550	25
AT1G12560	15
AT1G12570	11
AT1G12580	1221
AT1G12590	0
AT1G12600	19
AT1G12610	0
AT1G12620	157
AT1G12630	4
AT1G12640	648
AT1G12650	334
AT1G12660	0
AT1G12663	0
AT1G12665	1
AT1G12672	1
AT1G12680	386
AT1G12700	80
AT1G12710	70
AT1G12730	75
AT1G12740	133
AT1G12750	219
AT1G12760	1437
AT1G12770	759
AT1G12775	34
AT1G12780	1863
AT1G12790	97
AT1G12800	2824
AT1G12805	7
AT1G12810	580
AT1G12820	1118
AT1G12830	201
AT1G12840	1939
AT1G12845	104
AT1G12850	609
AT1G12855	0
AT1G12860	542
AT1G12870	0
AT1G12880	171
AT1G12890	0
AT1G12900	6133
AT1G12910	452
AT1G12920	1125
AT1G12930	443
AT1G12938	0
AT1G12940	0
AT1G12950	9
AT1G12960	0
AT1G12970	183
AT1G12980	0
AT1G12990	274
AT1G13000	347
AT1G13010	0
AT1G13020	834
AT1G13030	66
AT1G13040	23
AT1G13050	48
AT1G13060	1602
AT1G13080	1759
AT1G13090	299
AT1G13100	256
AT1G13110	867
AT1G13120	287
AT1G13130	12
AT1G13140	0
AT1G13150	0
AT1G13160	413
AT1G13170	558
AT1G13180	127
AT1G13190	539
AT1G13195	183
AT1G13200	0
AT1G13210	532
AT1G13220	326
AT1G13230	9
AT1G13240	0
AT1G13245	300
AT1G13250	185
AT1G13260	579
AT1G13270	202
AT1G13280	430
AT1G13290	0
AT1G13300	176
AT1G13310	5
AT1G13320	1122
AT1G13330	17
AT1G13340	37
AT1G13350	648
AT1G13360	1539
AT1G13370	0
AT1G13380	276
AT1G13390	454
AT1G13400	7
AT1G13410	11
AT1G13420	194
AT1G13430	239
AT1G13440	14851
AT1G13448	9
AT1G13450	487
AT1G13460	345
AT1G13470	0
AT1G13480	11
AT1G13485	0
AT1G13490	3
AT1G13500	6
AT1G13510	14
AT1G13520	82
AT1G13530	57
AT1G13540	20
AT1G13550	13
AT1G13560	921
AT1G13570	218
AT1G13580	159
AT1G13590	78
AT1G13600	46
AT1G13605	0
AT1G13607	0
AT1G13608	0
AT1G13609	0
AT1G13610	10
AT1G13620	0
AT1G13630	46
AT1G13635	22
AT1G13640	2044
AT1G13650	36
AT1G13670	863
AT1G13680	0
AT1G13690	207
AT1G13700	105
AT1G13710	323
AT1G13720	0
AT1G13730	469
AT1G13740	1217
AT1G13750	76
AT1G13755	0
AT1G13760	0
AT1G13770	204
AT1G13780	147
AT1G13790	38
AT1G13800	7
AT1G13810	27
AT1G13820	277
AT1G13830	38
AT1G13840	0
AT1G13850	0
AT1G13860	232
AT1G13870	258
AT1G13880	520
AT1G13890	0
AT1G13900	508
AT1G13910	99
AT1G13920	52
AT1G13930	3148
AT1G13940	429
AT1G13950	110
AT1G13960	724
AT1G13970	67
AT1G13980	844
AT1G13990	403
AT1G14000	1186
AT1G14010	242
AT1G14020	373
AT1G14030	334
AT1G14040	87
AT1G14048	0
AT1G14060	63
AT1G14070	27
AT1G14071	0
AT1G14080	85
AT1G14100	0
AT1G14110	0
AT1G14120	577
AT1G14130	168
AT1G14140	181
AT1G14150	323
AT1G14160	95
AT1G14170	230
AT1G14180	105
AT1G14185	29
AT1G14190	20
AT1G14200	449
AT1G14205	29
AT1G14210	648
AT1G14220	9
AT1G14225	0
AT1G14230	448
AT1G14240	113
AT1G14250	0
AT1G14260	10
AT1G14270	661
AT1G14280	529
AT1G14290	884
AT1G14300	81
AT1G14310	88
AT1G14315	2
AT1G14320	5937
AT1G14330	617
AT1G14340	193
AT1G14345	2550
AT1G14350	419
AT1G14360	156
AT1G14370	213
AT1G14380	491
AT1G14390	73
AT1G14400	3346
AT1G14410	168
AT1G14420	2
AT1G14430	404
AT1G14440	365
AT1G14450	332
AT1G14455	0
AT1G14460	716
AT1G14470	19
AT1G14480	82
AT1G14490	29
AT1G14500	0
AT1G14510	852
AT1G14518	0
AT1G14520	93
