Geneid	/ufrc/jkim6/share/braskey/labmtg_20200709/data/alignments/SRR9313210.sam
AT1G05630	257
AT1G05640	102
AT1G05650	21
AT1G05660	47
AT1G05670	137
AT1G05675	17
AT1G05680	816
AT1G05690	26
AT1G05700	155
AT1G05710	147
AT1G05720	421
AT1G05730	3
AT1G05740	0
AT1G05750	116
AT1G05760	108
AT1G05770	20
AT1G05780	151
AT1G05785	141
AT1G05790	977
AT1G05800	0
AT1G05805	744
AT1G05810	661
AT1G05820	93
AT1G05830	1615
AT1G05835	827
AT1G05840	1059
AT1G05850	11913
AT1G05860	221
AT1G05870	673
AT1G05880	5
AT1G05890	3911
AT1G05894	16
AT1G05900	250
AT1G05910	495
AT1G05920	0
AT1G05925	0
AT1G05930	0
AT1G05940	827
AT1G05950	88
AT1G05960	3242
AT1G05970	130
AT1G05980	0
AT1G05990	3
AT1G06000	195
AT1G06002	118
AT1G06010	178
AT1G06020	3
AT1G06030	0
AT1G06040	1484
AT1G06050	115
AT1G06060	668
AT1G06070	652
AT1G06080	524
AT1G06090	112
AT1G06100	0
AT1G06110	1389
AT1G06120	33
AT1G06130	481
AT1G06135	0
AT1G06137	0
AT1G06140	6
AT1G06148	2
AT1G06149	0
AT1G06150	31
AT1G06160	0
AT1G06170	0
AT1G06180	109
AT1G06190	822
AT1G06200	587
AT1G06210	394
AT1G06220	1216
AT1G06225	11
AT1G06230	1668
AT1G06240	167
AT1G06250	16
AT1G06260	0
AT1G06265	236
AT1G06270	52
AT1G06280	0
AT1G06290	1694
AT1G06310	15
AT1G06320	13
AT1G06330	30
AT1G06340	8
AT1G06350	411
AT1G06360	1714
AT1G06380	106
AT1G06390	2151
AT1G06400	1301
AT1G06410	3345
AT1G06420	23
AT1G06430	718
AT1G06440	13
AT1G06450	121
AT1G06460	232
AT1G06470	470
AT1G06475	18
AT1G06480	0
AT1G06490	171
AT1G06500	131
AT1G06510	173
AT1G06515	356
AT1G06520	31
AT1G06530	799
AT1G06540	1
AT1G06550	601
AT1G06560	181
AT1G06570	2139
AT1G06580	51
AT1G06590	216
AT1G06610	0
AT1G06620	382
AT1G06630	352
AT1G06640	1603
AT1G06645	72
AT1G06650	313
AT1G06660	21
AT1G06670	1440
AT1G06680	6011
AT1G06690	217
AT1G06700	3573
AT1G06710	85
AT1G06720	453
AT1G06730	311
AT1G06750	24
AT1G06760	2580
AT1G06770	177
AT1G06780	385
AT1G06790	109
AT1G06800	259
AT1G06810	0
AT1G06820	463
AT1G06830	7
AT1G06840	931
AT1G06850	582
AT1G06860	0
AT1G06870	565
AT1G06880	0
AT1G06890	2055
AT1G06900	1737
AT1G06910	107
AT1G06920	0
AT1G06923	0
AT1G06925	18
AT1G06930	60
AT1G06950	3334
AT1G06960	258
AT1G06970	2
AT1G06980	425
AT1G06990	0
AT1G07000	412
AT1G07010	264
AT1G07020	280
AT1G07025	2
AT1G07030	477
AT1G07040	978
AT1G07050	49
AT1G07051	1
AT1G07060	1
AT1G07070	89
AT1G07080	1829
AT1G07090	278
AT1G07100	0
AT1G07110	2371
AT1G07119	22
AT1G07120	1
AT1G07128	29
AT1G07130	76
AT1G07135	84
AT1G07140	3218
AT1G07150	161
AT1G07160	10
AT1G07170	305
AT1G07175	3
AT1G07180	6
AT1G07190	0
AT1G07200	695
AT1G07210	272
AT1G07220	180
AT1G07230	795
AT1G07240	803
AT1G07250	382
AT1G07260	148
AT1G07270	5
AT1G07280	185
AT1G07290	35
AT1G07300	58
AT1G07310	1003
AT1G07320	3599
AT1G07330	0
AT1G07340	0
AT1G07350	1356
AT1G07360	903
AT1G07370	150
AT1G07380	394
AT1G07390	59
AT1G07400	179
AT1G07410	54
AT1G07420	813
AT1G07430	28
AT1G07440	208
AT1G07450	0
AT1G07460	0
AT1G07470	491
AT1G07473	1
AT1G07476	0
AT1G07480	665
AT1G07485	3
AT1G07490	7
AT1G07500	6
AT1G07510	714
AT1G07520	363
AT1G07530	1223
AT1G07540	0
AT1G07550	25
AT1G07560	98
AT1G07570	682
AT1G07580	0
AT1G07590	5470
AT1G07600	0
AT1G07610	764
AT1G07615	171
AT1G07620	39
AT1G07630	472
AT1G07640	425
AT1G07645	10
AT1G07650	2022
AT1G07660	194
AT1G07670	1321
AT1G07680	3
AT1G07690	61
AT1G07700	260
AT1G07702	0
AT1G07705	393
AT1G07710	3
AT1G07720	1103
AT1G07725	1
AT1G07728	458
AT1G07730	0
AT1G07740	75
AT1G07745	193
AT1G07747	0
AT1G07750	974
AT1G07760	0
AT1G07770	3345
AT1G07780	116
AT1G07790	303
AT1G07795	0
AT1G07810	1063
AT1G07820	833
AT1G07830	268
AT1G07840	160
AT1G07850	0
AT1G07860	0
AT1G07870	208
AT1G07880	28
AT1G07885	4
AT1G07890	6158
AT1G07900	2
AT1G07901	0
AT1G07910	380
AT1G07920	4854
AT1G07930	3127
AT1G07940	2642
AT1G07950	254
AT1G07960	486
AT1G07970	280
AT1G07980	371
AT1G07985	738
AT1G07990	1955
AT1G08000	140
AT1G08005	3
AT1G08010	950
AT1G08030	667
AT1G08032	0
AT1G08035	3
AT1G08040	332
AT1G08050	280
AT1G08060	754
AT1G08065	0
AT1G08070	23
AT1G08080	0
AT1G08090	12
AT1G08100	3
AT1G08110	1511
AT1G08115	3
AT1G08120	1
AT1G08125	369
AT1G08130	390
AT1G08135	0
AT1G08140	0
AT1G08150	0
AT1G08160	493
AT1G08165	4
AT1G08170	0
AT1G08180	103
AT1G08190	2488
AT1G08200	4995
AT1G08210	671
AT1G08220	50
AT1G08230	541
AT1G08240	0
AT1G08250	236
AT1G08260	615
AT1G08270	3
AT1G08280	196
AT1G08290	1
AT1G08300	69
AT1G08310	62
AT1G08315	180
AT1G08320	674
AT1G08340	108
AT1G08350	264
AT1G08360	1510
AT1G08370	966
AT1G08380	2162
AT1G08390	61
AT1G08400	130
AT1G08410	188
AT1G08420	1977
AT1G08430	23
AT1G08440	0
AT1G08450	768
AT1G08460	721
AT1G08465	201
AT1G08470	283
AT1G08480	930
AT1G08490	762
AT1G08500	839
AT1G08510	5429
AT1G08520	2920
AT1G08530	117
AT1G08540	954
AT1G08550	594
AT1G08560	207
AT1G08570	1746
AT1G08580	265
AT1G08590	569
AT1G08592	139
AT1G08600	973
AT1G08610	90
AT1G08620	943
AT1G08630	395
AT1G08640	630
AT1G08650	541
AT1G08660	868
AT1G08670	103
AT1G08680	1497
AT1G08695	0
AT1G08700	665
AT1G08710	175
AT1G08720	753
AT1G08730	23
AT1G08750	233
AT1G08760	744
AT1G08770	223
AT1G08780	219
AT1G08790	0
AT1G08800	1026
AT1G08810	126
AT1G08820	1243
AT1G08830	3674
AT1G08840	135
AT1G08845	59
AT1G08860	3
AT1G08870	0
AT1G08880	613
AT1G08890	721
AT1G08900	727
AT1G08910	744
AT1G08920	612
AT1G08930	2477
AT1G08940	142
AT1G08950	0
AT1G08960	258
AT1G08970	445
AT1G08980	1285
AT1G08985	0
AT1G08990	149
AT1G09000	152
AT1G09010	2291
AT1G09020	1416
AT1G09026	0
AT1G09030	0
AT1G09040	66
AT1G09050	61
AT1G09060	842
AT1G09070	2701
AT1G09080	2
AT1G09090	228
AT1G09100	315
AT1G09110	0
AT1G09130	1082
AT1G09140	3199
AT1G09150	371
AT1G09155	14
AT1G09157	0
AT1G09160	690
AT1G09170	6
AT1G09176	0
AT1G09180	7
AT1G09190	43
AT1G09195	299
AT1G09200	526
AT1G09210	2077
AT1G09220	15
AT1G09230	488
AT1G09240	40
AT1G09245	0
AT1G09250	1006
AT1G09260	0
AT1G09270	1597
AT1G09280	1067
AT1G09290	139
AT1G09300	73
AT1G09310	14773
AT1G09320	134
AT1G09330	622
AT1G09340	1518
AT1G09350	41
AT1G09360	0
AT1G09370	0
AT1G09380	10
AT1G09390	357
AT1G09400	8
AT1G09410	39
AT1G09415	226
AT1G09420	450
AT1G09421	38
AT1G09430	2071
AT1G09440	63
AT1G09450	24
AT1G09460	887
AT1G09470	29
AT1G09480	78
AT1G09483	0
AT1G09490	352
AT1G09500	4
AT1G09510	0
AT1G09520	250
AT1G09530	2025
AT1G09540	152
AT1G09550	0
AT1G09560	2870
AT1G09570	23124
AT1G09575	280
AT1G09580	135
AT1G09590	1573
AT1G09600	16
AT1G09610	29
AT1G09620	3382
AT1G09625	1
AT1G09630	315
AT1G09640	5641
AT1G09645	286
AT1G09650	15
AT1G09660	716
AT1G09665	0
AT1G09680	18
AT1G09690	2400
AT1G09700	176
AT1G09710	383
AT1G09720	0
AT1G09730	925
AT1G09740	1198
AT1G09750	3490
AT1G09760	530
AT1G09770	4271
AT1G09780	1956
AT1G09790	0
AT1G09794	35
AT1G09795	426
AT1G09800	51
AT1G09810	164
AT1G09812	23
AT1G09815	163
AT1G09820	57
AT1G09830	336
AT1G09840	910
AT1G09850	392
AT1G09860	2
AT1G09870	692
AT1G09880	13
AT1G09890	54
AT1G09900	163
AT1G09910	619
AT1G09920	568
AT1G09930	0
AT1G09932	44
AT1G09935	0
AT1G09940	639
AT1G09950	39
AT1G09960	285
AT1G09970	3155
AT1G09980	907
AT1G09995	73
AT1G10000	6
AT1G10010	0
AT1G10020	452
AT1G10030	195
AT1G10040	74
AT1G10050	343
AT1G10060	80
AT1G10070	2742
AT1G10090	1027
AT1G10095	103
AT1G10100	0
AT1G10110	6
AT1G10120	884
AT1G10130	1278
AT1G10140	708
AT1G10150	490
AT1G10155	1
AT1G10170	3175
AT1G10180	452
AT1G10190	0
AT1G10200	2228
AT1G10210	395
AT1G10220	0
AT1G10230	93
AT1G10240	232
AT1G10250	0
AT1G10270	117
AT1G10280	85
AT1G10290	2174
AT1G10300	24
AT1G10310	145
AT1G10320	323
AT1G10330	36
AT1G10340	141
AT1G10350	247
AT1G10360	254
AT1G10370	150
AT1G10380	293
AT1G10385	2
AT1G10390	2657
AT1G10400	61
AT1G10410	1124
AT1G10417	40
AT1G10430	703
AT1G10440	0
AT1G10450	918
AT1G10455	0
AT1G10460	1
AT1G10470	655
AT1G10480	111
AT1G10490	167
AT1G10500	419
AT1G10510	716
AT1G10520	27
AT1G10522	160
AT1G10530	23
AT1G10540	15
AT1G10550	355
AT1G10560	227
AT1G10570	559
AT1G10580	586
AT1G10585	0
AT1G10586	0
AT1G10588	0
AT1G10590	1658
AT1G10600	298
AT1G10610	264
AT1G10620	0
AT1G10630	1612
AT1G10640	115
AT1G10650	444
AT1G10652	0
AT1G10657	5
AT1G10660	1468
AT1G10670	4023
AT1G10680	0
AT1G10682	1507
AT1G10690	69
AT1G10700	328
AT1G10710	3
AT1G10717	0
AT1G10720	516
AT1G10730	188
AT1G10740	1394
AT1G10745	0
AT1G10747	0
AT1G10750	62
AT1G10760	2156
AT1G10770	0
AT1G10780	73
AT1G10790	7
AT1G10800	22
AT1G10810	12
AT1G10820	404
AT1G10830	250
AT1G10840	2455
AT1G10850	569
AT1G10865	188
AT1G10870	601
AT1G10880	0
AT1G10890	1297
AT1G10900	367
AT1G10910	1396
AT1G10920	49
AT1G10930	252
AT1G10940	2059
AT1G10950	3271
AT1G10960	2795
AT1G10970	70
AT1G10980	0
AT1G10990	67
AT1G11000	547
AT1G11010	0
AT1G11020	333
AT1G11030	0
AT1G11040	0
AT1G11050	184
AT1G11060	470
AT1G11070	2
AT1G11080	67
AT1G11090	124
AT1G11100	107
AT1G11110	0
AT1G11112	1
AT1G11120	292
AT1G11125	23
AT1G11130	122
AT1G11145	0
AT1G11160	18
AT1G11170	49
AT1G11175	317
AT1G11180	368
AT1G11185	30
AT1G11190	93
AT1G11200	194
AT1G11210	63
AT1G11220	19
AT1G11230	0
AT1G11240	278
AT1G11250	7
AT1G11260	5899
AT1G11270	146
AT1G11280	543
AT1G11290	45
AT1G11300	186
AT1G11310	2024
AT1G11320	48
AT1G11330	37
AT1G11340	19
AT1G11350	344
AT1G11360	971
AT1G11362	5
AT1G11370	0
AT1G11380	506
AT1G11390	471
AT1G11400	539
AT1G11410	334
AT1G11420	30
AT1G11430	1202
AT1G11440	254
AT1G11450	89
AT1G11460	3
AT1G11470	0
AT1G11475	144
AT1G11480	2390
AT1G11490	2
AT1G11500	1
AT1G11510	0
AT1G11520	0
AT1G11530	506
AT1G11540	33
AT1G11545	3018
AT1G11550	0
AT1G11560	0
AT1G11570	5
AT1G11572	0
AT1G11580	1308
AT1G11590	0
AT1G11592	255
AT1G11593	0
AT1G11600	661
AT1G11608	0
AT1G11610	0
AT1G11620	0
AT1G11630	103
AT1G11640	0
AT1G11650	4597
AT1G11655	0
AT1G11660	928
AT1G11670	886
AT1G11680	2271
AT1G11684	0
AT1G11690	0
AT1G11700	56
AT1G11710	63
AT1G11720	961
AT1G11730	30
AT1G11735	46
AT1G11740	259
AT1G11750	922
AT1G11755	178
AT1G11760	144
AT1G11765	0
AT1G11770	0
AT1G11780	145
AT1G11785	2
AT1G11790	214
AT1G11800	101
AT1G11810	0
AT1G11820	1495
AT1G11840	1421
AT1G11850	116
AT1G11860	6157
AT1G11870	399
AT1G11880	146
AT1G11890	663
AT1G11900	48
AT1G11905	213
AT1G11910	13166
AT1G11915	24
AT1G11920	1
AT1G11925	0
AT1G11930	919
AT1G11940	112
AT1G11950	211
AT1G11960	617
AT1G11970	0
AT1G11980	0
AT1G11990	0
AT1G12000	1227
AT1G12010	275
AT1G12013	1
AT1G12015	5
AT1G12020	38
AT1G12030	1
AT1G12040	22
AT1G12050	495
AT1G12060	9
AT1G12064	32
AT1G12070	90
AT1G12080	24453
AT1G12090	15104
AT1G12100	1
AT1G12110	5138
AT1G12120	871
AT1G12130	44
AT1G12140	388
AT1G12150	1
AT1G12160	123
AT1G12170	0
AT1G12180	0
AT1G12190	0
AT1G12200	238
AT1G12210	52
AT1G12211	0
AT1G12220	234
AT1G12230	2188
AT1G12240	1054
AT1G12244	84
AT1G12250	250
AT1G12260	87
AT1G12270	821
AT1G12280	126
AT1G12290	174
AT1G12294	0
AT1G12300	95
AT1G12310	1940
AT1G12320	134
AT1G12330	357
AT1G12340	1
AT1G12350	317
AT1G12360	2406
AT1G12370	14
AT1G12380	31
AT1G12390	236
AT1G12400	85
AT1G12410	1437
AT1G12411	0
AT1G12420	231
AT1G12423	0
AT1G12430	341
AT1G12440	2686
AT1G12450	220
AT1G12451	0
AT1G12460	259
AT1G12470	1069
AT1G12480	17
AT1G12490	0
AT1G12500	1407
AT1G12510	0
AT1G12520	1768
AT1G12530	181
AT1G12540	0
AT1G12550	48
AT1G12560	9
AT1G12570	0
AT1G12580	1431
AT1G12590	0
AT1G12600	8
AT1G12610	3
AT1G12620	177
AT1G12630	0
AT1G12640	795
AT1G12650	361
AT1G12660	0
AT1G12663	0
AT1G12665	1
AT1G12672	2
AT1G12680	459
AT1G12700	82
AT1G12710	112
AT1G12730	115
AT1G12740	118
AT1G12750	333
AT1G12760	1638
AT1G12770	559
AT1G12775	53
AT1G12780	3584
AT1G12790	193
AT1G12800	1694
AT1G12805	3
AT1G12810	518
AT1G12820	1846
AT1G12830	105
AT1G12840	2294
AT1G12845	288
AT1G12850	705
AT1G12855	0
AT1G12860	437
AT1G12870	0
AT1G12880	107
AT1G12890	0
AT1G12900	1713
AT1G12910	680
AT1G12920	1526
AT1G12930	776
AT1G12938	0
AT1G12940	1
AT1G12950	3
AT1G12960	0
AT1G12970	294
AT1G12980	0
AT1G12990	573
AT1G13000	504
AT1G13010	0
AT1G13020	759
AT1G13030	93
AT1G13040	31
AT1G13050	62
AT1G13060	1761
AT1G13080	761
AT1G13090	347
AT1G13100	239
AT1G13110	1167
AT1G13120	269
AT1G13130	10
AT1G13140	0
AT1G13150	0
AT1G13160	447
AT1G13170	680
AT1G13180	184
AT1G13190	591
AT1G13195	211
AT1G13200	0
AT1G13210	1287
AT1G13220	314
AT1G13230	10
AT1G13240	0
AT1G13245	461
AT1G13250	531
AT1G13260	2985
AT1G13270	250
AT1G13280	788
AT1G13290	0
AT1G13300	213
AT1G13310	1
AT1G13320	1586
AT1G13330	11
AT1G13340	40
AT1G13350	730
AT1G13360	1007
AT1G13370	0
AT1G13380	339
AT1G13390	338
AT1G13400	6
AT1G13410	20
AT1G13420	76
AT1G13430	329
AT1G13440	10532
AT1G13448	14
AT1G13450	721
AT1G13460	279
AT1G13470	0
AT1G13480	16
AT1G13485	0
AT1G13490	0
AT1G13500	5
AT1G13510	12
AT1G13520	36
AT1G13530	82
AT1G13540	24
AT1G13550	17
AT1G13560	963
AT1G13570	568
AT1G13580	158
AT1G13590	143
AT1G13600	9
AT1G13605	0
AT1G13607	0
AT1G13608	0
AT1G13609	0
AT1G13610	0
AT1G13620	1
AT1G13630	44
AT1G13635	24
AT1G13640	3339
AT1G13650	2
AT1G13670	58
AT1G13680	0
AT1G13690	212
AT1G13700	108
AT1G13710	292
AT1G13720	0
AT1G13730	252
AT1G13740	221
AT1G13750	89
AT1G13755	0
AT1G13760	0
AT1G13770	220
AT1G13780	155
AT1G13790	27
AT1G13800	16
AT1G13810	46
AT1G13820	323
AT1G13830	57
AT1G13840	0
AT1G13850	0
AT1G13860	308
AT1G13870	238
AT1G13880	623
AT1G13890	0
AT1G13900	549
AT1G13910	47
AT1G13920	63
AT1G13930	524
AT1G13940	546
AT1G13950	123
AT1G13960	858
AT1G13970	99
AT1G13980	2019
AT1G13990	413
AT1G14000	1336
AT1G14010	259
AT1G14020	417
AT1G14030	403
AT1G14040	151
AT1G14048	0
AT1G14060	49
AT1G14070	30
AT1G14071	1
AT1G14080	102
AT1G14100	0
AT1G14110	0
AT1G14120	577
AT1G14130	210
AT1G14140	243
AT1G14150	86
AT1G14160	94
AT1G14170	295
AT1G14180	73
AT1G14185	47
AT1G14190	45
AT1G14200	331
AT1G14205	41
AT1G14210	749
AT1G14220	29
AT1G14225	0
AT1G14230	564
AT1G14240	102
AT1G14250	0
AT1G14260	12
AT1G14270	432
AT1G14280	558
AT1G14290	812
AT1G14300	102
AT1G14310	116
AT1G14315	1
AT1G14320	5641
AT1G14330	575
AT1G14340	164
AT1G14345	215
AT1G14350	736
AT1G14360	374
AT1G14370	316
AT1G14380	737
AT1G14390	100
AT1G14400	5275
AT1G14410	178
AT1G14420	1
AT1G14430	57
AT1G14440	433
AT1G14450	281
AT1G14455	0
AT1G14460	411
AT1G14470	34
AT1G14480	74
AT1G14490	16
AT1G14500	0
AT1G14510	824
AT1G14518	0
