Geneid	/ufrc/jkim6/share/braskey/labmtg_20200709/data/alignments/SRR9313224.sam
AT1G02575	0
AT1G02580	20
AT1G02590	0
AT1G02600	0
AT1G02610	56
AT1G02620	0
AT1G02630	4
AT1G02640	1549
AT1G02650	11
AT1G02660	415
AT1G02670	54
AT1G02680	232
AT1G02690	287
AT1G02700	63
AT1G02710	1
AT1G02720	256
AT1G02730	559
AT1G02740	148
AT1G02750	300
AT1G02760	0
AT1G02770	36
AT1G02780	8463
AT1G02790	0
AT1G02800	256
AT1G02810	237
AT1G02813	0
AT1G02816	566
AT1G02820	8
AT1G02830	0
AT1G02840	4690
AT1G02850	2519
AT1G02860	612
AT1G02870	155
AT1G02880	977
AT1G02890	4091
AT1G02900	528
AT1G02910	814
AT1G02920	787
AT1G02930	270
AT1G02940	0
AT1G02950	254
AT1G02952	0
AT1G02960	326
AT1G02965	0
AT1G02970	55
AT1G02980	1
AT1G02990	635
AT1G03000	811
AT1G03010	34
AT1G03020	0
AT1G03022	0
AT1G03030	361
AT1G03040	1024
AT1G03050	0
AT1G03055	21
AT1G03060	2751
AT1G03070	62
AT1G03080	4317
AT1G03090	3066
AT1G03100	40
AT1G03103	0
AT1G03106	128
AT1G03110	188
AT1G03120	22
AT1G03130	8185
AT1G03140	1182
AT1G03150	244
AT1G03160	1483
AT1G03170	100
AT1G03180	79
AT1G03190	404
AT1G03200	4
AT1G03210	397
AT1G03220	9138
AT1G03230	1333
AT1G03240	0
AT1G03250	467
AT1G03260	205
AT1G03270	52
AT1G03280	1309
AT1G03290	729
AT1G03300	101
AT1G03310	520
AT1G03320	39
AT1G03330	432
AT1G03340	58
AT1G03350	1839
AT1G03360	103
AT1G03365	542
AT1G03370	909
AT1G03380	1849
AT1G03390	0
AT1G03400	100
AT1G03410	399
AT1G03430	396
AT1G03440	240
AT1G03445	79
AT1G03457	529
AT1G03470	275
AT1G03475	2991
AT1G03490	0
AT1G03495	1
AT1G03502	0
AT1G03506	6
AT1G03510	34
AT1G03515	0
AT1G03520	327
AT1G03530	371
AT1G03540	38
AT1G03545	31
AT1G03550	628
AT1G03560	340
AT1G03570	0
AT1G03590	1809
AT1G03600	5761
AT1G03610	558
AT1G03620	40
AT1G03630	1861
AT1G03640	0
AT1G03650	28
AT1G03660	19
AT1G03670	0
AT1G03680	1836
AT1G03687	267
AT1G03700	1
AT1G03710	1
AT1G03720	0
AT1G03730	153
AT1G03740	943
AT1G03743	0
AT1G03746	0
AT1G03750	183
AT1G03760	79
AT1G03770	194
AT1G03780	204
AT1G03790	928
AT1G03800	19
AT1G03810	0
AT1G03820	66
AT1G03830	175
AT1G03840	48
AT1G03850	492
AT1G03860	685
AT1G03870	17316
AT1G03880	5
AT1G03890	0
AT1G03900	3037
AT1G03905	229
AT1G03910	1862
AT1G03920	226
AT1G03930	1354
AT1G03935	42
AT1G03940	2
AT1G03950	241
AT1G03960	237
AT1G03970	248
AT1G03980	11
AT1G03982	0
AT1G03990	6
AT1G04000	610
AT1G04010	329
AT1G04020	204
AT1G04030	253
AT1G04040	3091
AT1G04050	72
AT1G04070	112
AT1G04080	3099
AT1G04090	36
AT1G04100	130
AT1G04110	33
AT1G04120	3129
AT1G04130	223
AT1G04140	3127
AT1G04150	6
AT1G04160	266
AT1G04170	2033
AT1G04171	0
AT1G04180	12
AT1G04190	533
AT1G04200	668
AT1G04210	1622
AT1G04220	3045
AT1G04230	211
AT1G04240	1609
AT1G04250	5034
AT1G04260	348
AT1G04270	3896
AT1G04280	1242
AT1G04290	261
AT1G04295	14
AT1G04300	3660
AT1G04310	267
AT1G04320	0
AT1G04330	6
AT1G04340	320
AT1G04350	163
AT1G04360	50
AT1G04370	0
AT1G04380	1
AT1G04390	280
AT1G04400	4032
AT1G04410	12758
AT1G04420	1144
AT1G04425	23
AT1G04430	3547
AT1G04440	2126
AT1G04445	8
AT1G04450	0
AT1G04470	3
AT1G04480	1821
AT1G04490	12
AT1G04500	7
AT1G04501	0
AT1G04510	1093
AT1G04520	379
AT1G04530	1870
AT1G04540	1
AT1G04550	923
AT1G04555	94
AT1G04560	75
AT1G04570	32
AT1G04580	0
AT1G04590	305
AT1G04600	4
AT1G04610	95
AT1G04620	532
AT1G04625	0
AT1G04630	520
AT1G04635	23
AT1G04640	363
AT1G04645	0
AT1G04650	42
AT1G04660	14
AT1G04670	0
AT1G04680	2962
AT1G04684	0
AT1G04690	1343
AT1G04700	26
AT1G04710	366
AT1G04720	0
AT1G04730	146
AT1G04750	1525
AT1G04760	27
AT1G04770	679
AT1G04778	23
AT1G04780	1525
AT1G04790	583
AT1G04800	815
AT1G04810	1847
AT1G04820	15125
AT1G04830	588
AT1G04840	29
AT1G04850	2245
AT1G04860	1124
AT1G04870	391
AT1G04880	13
AT1G04890	0
AT1G04900	114
AT1G04910	781
AT1G04920	84
AT1G04930	98
AT1G04940	271
AT1G04945	87
AT1G04950	545
AT1G04960	684
AT1G04970	1083
AT1G04980	180
AT1G04985	533
AT1G04990	898
AT1G05000	211
AT1G05010	1411
AT1G05020	14
AT1G05030	301
AT1G05040	0
AT1G05055	210
AT1G05060	322
AT1G05065	13
AT1G05070	446
AT1G05080	0
AT1G05085	0
AT1G05090	12
AT1G05100	142
AT1G05120	896
AT1G05136	0
AT1G05140	1387
AT1G05150	1705
AT1G05160	283
AT1G05170	574
AT1G05180	640
AT1G05190	4587
AT1G05200	311
AT1G05205	289
AT1G05210	76
AT1G05220	27
AT1G05230	835
AT1G05240	0
AT1G05250	0
AT1G05260	4980
AT1G05270	1168
AT1G05280	49
AT1G05290	0
AT1G05291	0
AT1G05300	53
AT1G05310	138
AT1G05320	1053
AT1G05330	5
AT1G05340	1146
AT1G05350	645
AT1G05360	507
AT1G05370	19
AT1G05380	1619
AT1G05385	243
AT1G05390	0
AT1G05400	36
AT1G05410	264
AT1G05420	126
AT1G05430	464
AT1G05440	18
AT1G05450	7
AT1G05460	202
AT1G05470	276
AT1G05490	94
AT1G05500	915
AT1G05510	26
AT1G05520	1386
AT1G05530	25
AT1G05540	17
AT1G05550	3
AT1G05560	3224
AT1G05562	361
AT1G05570	3347
AT1G05575	18
AT1G05577	4
AT1G05580	0
AT1G05590	647
AT1G05600	164
AT1G05610	18
AT1G05615	0
AT1G05620	637
AT1G05630	269
AT1G05640	172
AT1G05650	32
AT1G05660	78
AT1G05670	207
AT1G05675	54
AT1G05680	1947
AT1G05690	50
AT1G05700	199
AT1G05710	144
AT1G05720	339
AT1G05730	6
AT1G05740	0
AT1G05750	89
AT1G05760	110
AT1G05770	24
AT1G05780	179
AT1G05785	170
AT1G05790	1065
AT1G05800	0
AT1G05805	539
AT1G05810	357
AT1G05820	60
AT1G05830	1617
AT1G05835	392
AT1G05840	669
AT1G05850	15995
AT1G05860	242
AT1G05870	3390
AT1G05880	2
AT1G05890	3146
AT1G05894	14
AT1G05900	508
AT1G05910	835
AT1G05920	0
AT1G05925	0
AT1G05930	0
AT1G05940	1040
AT1G05950	108
AT1G05960	3686
AT1G05970	68
AT1G05980	0
AT1G05990	0
AT1G06000	6191
AT1G06002	250
AT1G06010	178
AT1G06020	8
AT1G06030	1
AT1G06040	11385
AT1G06050	227
AT1G06060	781
AT1G06070	645
AT1G06080	146
AT1G06090	167
AT1G06100	0
AT1G06110	1159
AT1G06120	43
AT1G06130	562
AT1G06135	1
AT1G06137	0
AT1G06140	24
AT1G06148	3
AT1G06149	0
AT1G06150	52
AT1G06160	1
AT1G06170	5
AT1G06180	1101
AT1G06190	1589
AT1G06200	858
AT1G06210	712
AT1G06220	1509
AT1G06225	3
AT1G06230	2248
AT1G06240	283
AT1G06250	9
AT1G06260	0
AT1G06265	226
AT1G06270	83
AT1G06280	0
AT1G06290	1848
AT1G06310	11
AT1G06320	6
AT1G06330	7
AT1G06340	0
AT1G06350	192
AT1G06360	2468
AT1G06380	147
AT1G06390	1771
AT1G06400	1296
AT1G06410	5201
AT1G06420	30
AT1G06430	6675
AT1G06440	25
AT1G06450	156
AT1G06460	307
AT1G06470	467
AT1G06475	42
AT1G06480	0
AT1G06490	178
AT1G06500	154
AT1G06510	224
AT1G06515	288
AT1G06520	22
AT1G06530	1465
AT1G06540	9
AT1G06550	1221
AT1G06560	199
AT1G06570	3699
AT1G06580	66
AT1G06590	223
AT1G06610	0
AT1G06620	418
AT1G06630	345
AT1G06640	2134
AT1G06645	84
AT1G06650	705
AT1G06660	33
AT1G06670	2030
AT1G06680	13944
AT1G06690	2220
AT1G06700	2978
AT1G06710	64
AT1G06720	523
AT1G06730	448
AT1G06750	20
AT1G06760	2331
AT1G06770	152
AT1G06780	578
AT1G06790	163
AT1G06800	513
AT1G06810	5
AT1G06820	680
AT1G06830	27
AT1G06840	888
AT1G06850	670
AT1G06860	0
AT1G06870	833
AT1G06880	0
AT1G06890	1853
AT1G06900	1581
AT1G06910	114
AT1G06920	0
AT1G06923	0
AT1G06925	12
AT1G06930	49
AT1G06950	4530
AT1G06960	235
AT1G06970	7
AT1G06980	885
AT1G06990	0
AT1G07000	530
AT1G07010	2275
AT1G07020	173
AT1G07025	0
AT1G07030	750
AT1G07040	818
AT1G07050	243
AT1G07051	0
AT1G07060	4
AT1G07070	135
AT1G07080	2622
AT1G07090	308
AT1G07100	0
AT1G07110	3396
AT1G07119	20
AT1G07120	4
AT1G07128	185
AT1G07130	98
AT1G07135	253
AT1G07140	4442
AT1G07150	2988
AT1G07160	37
AT1G07170	241
AT1G07175	4
AT1G07180	229
AT1G07190	0
AT1G07200	1250
AT1G07210	311
AT1G07220	217
AT1G07230	737
AT1G07240	747
AT1G07250	1597
AT1G07260	234
AT1G07270	19
AT1G07280	116
AT1G07290	29
AT1G07300	78
AT1G07310	1665
AT1G07320	6026
AT1G07330	5
AT1G07340	0
AT1G07350	2216
AT1G07360	1717
AT1G07370	219
AT1G07380	384
AT1G07390	87
AT1G07400	402
AT1G07410	58
AT1G07420	1056
AT1G07430	96
AT1G07440	218
AT1G07450	0
AT1G07460	0
AT1G07470	657
AT1G07473	5
AT1G07476	0
AT1G07480	703
AT1G07485	10
AT1G07490	12
AT1G07500	11
AT1G07510	2364
AT1G07520	354
AT1G07530	1209
AT1G07540	3
AT1G07550	33
AT1G07560	126
AT1G07570	911
AT1G07580	0
AT1G07590	8135
AT1G07600	0
AT1G07610	1755
AT1G07615	153
AT1G07620	65
AT1G07630	764
AT1G07640	948
AT1G07645	22
AT1G07650	2093
AT1G07660	222
AT1G07670	1447
AT1G07680	0
AT1G07690	47
AT1G07700	680
AT1G07702	0
AT1G07705	539
AT1G07710	8
AT1G07720	2191
AT1G07725	2
AT1G07728	554
AT1G07730	0
AT1G07740	67
AT1G07745	169
AT1G07747	0
AT1G07750	1161
AT1G07760	0
AT1G07770	3315
AT1G07780	123
AT1G07790	680
AT1G07795	1
AT1G07810	1340
AT1G07820	616
AT1G07830	232
AT1G07840	349
AT1G07850	1
AT1G07860	0
AT1G07870	391
AT1G07880	22
AT1G07885	0
AT1G07890	17959
AT1G07900	1
AT1G07901	1
AT1G07910	481
AT1G07920	5688
AT1G07930	3951
AT1G07940	3150
AT1G07950	250
AT1G07960	649
AT1G07970	252
AT1G07980	400
AT1G07985	1881
AT1G07990	2099
AT1G08000	314
AT1G08005	4
AT1G08010	931
AT1G08030	712
AT1G08032	0
AT1G08035	1
AT1G08040	388
AT1G08050	444
AT1G08060	905
AT1G08065	0
AT1G08070	26
AT1G08080	0
AT1G08090	26
AT1G08100	0
AT1G08110	1522
AT1G08115	9
AT1G08120	1
AT1G08125	373
AT1G08130	546
AT1G08135	0
AT1G08140	0
AT1G08150	1
AT1G08160	721
AT1G08165	0
AT1G08170	4
AT1G08180	174
AT1G08190	4422
AT1G08200	7140
AT1G08210	406
AT1G08220	70
AT1G08230	678
AT1G08240	0
AT1G08250	576
AT1G08260	624
AT1G08270	35
AT1G08280	274
AT1G08290	1
AT1G08300	65
AT1G08310	64
AT1G08315	274
AT1G08320	531
AT1G08340	141
AT1G08350	265
AT1G08360	2193
AT1G08370	1312
AT1G08380	8727
AT1G08390	67
AT1G08400	119
AT1G08410	297
AT1G08420	2634
AT1G08430	21
AT1G08440	0
AT1G08450	964
AT1G08460	548
AT1G08465	151
AT1G08470	353
AT1G08480	1187
AT1G08490	873
AT1G08500	494
AT1G08510	5759
AT1G08520	4829
AT1G08530	167
AT1G08540	2221
AT1G08550	838
AT1G08560	322
AT1G08570	4114
AT1G08580	398
AT1G08590	536
AT1G08592	95
AT1G08600	1263
AT1G08610	103
AT1G08620	1545
AT1G08630	221
AT1G08640	855
AT1G08650	1103
AT1G08660	900
AT1G08670	126
AT1G08680	1960
AT1G08695	0
AT1G08700	851
AT1G08710	235
AT1G08720	673
AT1G08730	25
AT1G08750	255
AT1G08760	1036
AT1G08770	405
AT1G08780	345
AT1G08790	0
AT1G08800	1495
AT1G08810	199
AT1G08820	1111
AT1G08830	5371
AT1G08840	118
AT1G08845	79
AT1G08860	6
AT1G08870	0
AT1G08880	612
AT1G08890	686
AT1G08900	416
AT1G08910	1066
AT1G08920	1089
AT1G08930	2260
AT1G08940	274
AT1G08950	0
AT1G08960	366
AT1G08970	1052
AT1G08980	873
AT1G08985	0
AT1G08990	226
AT1G09000	154
AT1G09010	1622
AT1G09020	1966
AT1G09026	0
AT1G09030	0
AT1G09040	92
AT1G09050	64
AT1G09060	1229
AT1G09070	4086
AT1G09080	7
AT1G09090	266
AT1G09100	452
AT1G09110	0
AT1G09130	1733
AT1G09140	3596
AT1G09150	467
AT1G09155	29
AT1G09157	2
AT1G09160	782
AT1G09170	14
AT1G09176	3
AT1G09180	12
AT1G09190	65
AT1G09195	322
AT1G09200	687
AT1G09210	2544
AT1G09220	14
AT1G09230	519
AT1G09240	241
AT1G09245	0
AT1G09250	2504
AT1G09260	0
AT1G09270	2291
AT1G09280	816
AT1G09290	194
AT1G09300	95
AT1G09310	27864
AT1G09320	204
AT1G09330	641
AT1G09340	5236
AT1G09350	247
AT1G09360	0
AT1G09370	0
AT1G09380	44
AT1G09390	793
AT1G09400	6
AT1G09410	37
AT1G09415	305
AT1G09420	468
AT1G09421	10
AT1G09430	2078
AT1G09440	83
AT1G09450	27
AT1G09460	865
AT1G09470	26
AT1G09480	51
AT1G09483	0
AT1G09490	326
AT1G09500	9
AT1G09510	0
AT1G09520	305
AT1G09530	1177
AT1G09540	396
AT1G09550	0
AT1G09560	4403
AT1G09570	13204
AT1G09575	176
AT1G09580	157
AT1G09590	1883
AT1G09600	24
AT1G09610	26
AT1G09620	3521
AT1G09625	0
AT1G09630	391
AT1G09640	5434
AT1G09645	328
AT1G09650	7
AT1G09660	847
AT1G09665	0
AT1G09680	25
AT1G09690	2737
AT1G09700	137
AT1G09710	232
AT1G09720	0
AT1G09730	1124
AT1G09740	1776
AT1G09750	4021
AT1G09760	618
AT1G09770	4373
AT1G09780	2889
AT1G09790	0
AT1G09794	52
AT1G09795	540
AT1G09800	72
AT1G09810	229
AT1G09812	34
AT1G09815	243
AT1G09820	97
AT1G09830	506
AT1G09840	1135
AT1G09850	683
AT1G09860	5
AT1G09870	810
AT1G09880	14
AT1G09890	89
AT1G09900	391
AT1G09910	489
AT1G09920	906
AT1G09930	1
AT1G09932	35
AT1G09935	0
AT1G09940	737
AT1G09950	114
AT1G09960	335
AT1G09970	4166
AT1G09980	1036
AT1G09995	67
AT1G10000	3
AT1G10010	0
AT1G10020	557
AT1G10030	211
AT1G10040	98
AT1G10050	484
AT1G10060	52
AT1G10070	1008
AT1G10090	1034
AT1G10095	79
AT1G10100	0
AT1G10110	8
AT1G10120	1164
AT1G10130	1530
AT1G10140	318
AT1G10150	414
AT1G10155	5
AT1G10170	5210
AT1G10180	549
AT1G10190	0
AT1G10200	1712
AT1G10210	217
AT1G10220	9
AT1G10230	125
AT1G10240	229
AT1G10250	0
AT1G10270	246
AT1G10280	165
AT1G10290	2620
AT1G10300	21
AT1G10310	222
AT1G10320	551
AT1G10330	30
AT1G10340	94
AT1G10350	304
AT1G10360	573
AT1G10370	2088
AT1G10380	531
AT1G10385	0
AT1G10390	3427
AT1G10400	98
AT1G10410	1265
AT1G10417	46
AT1G10430	729
AT1G10440	0
AT1G10450	857
AT1G10455	0
AT1G10460	10
AT1G10470	1757
AT1G10480	77
AT1G10490	212
AT1G10500	691
AT1G10510	1035
AT1G10520	48
AT1G10522	247
AT1G10530	44
AT1G10540	6
AT1G10550	127
AT1G10560	104
AT1G10570	512
AT1G10580	872
AT1G10585	0
AT1G10586	0
AT1G10588	0
AT1G10590	1706
AT1G10600	267
AT1G10610	212
AT1G10620	0
AT1G10630	1591
AT1G10640	532
AT1G10650	1065
AT1G10652	0
AT1G10657	101
AT1G10660	1674
AT1G10670	5376
AT1G10680	0
AT1G10682	2913
AT1G10690	88
AT1G10700	320
AT1G10710	2
AT1G10717	0
AT1G10720	813
AT1G10730	236
AT1G10740	2716
AT1G10745	0
AT1G10747	0
AT1G10750	85
AT1G10760	2923
AT1G10770	0
AT1G10780	116
AT1G10790	12
AT1G10800	24
AT1G10810	25
AT1G10820	583
AT1G10830	452
AT1G10840	2250
AT1G10850	1241
AT1G10865	325
AT1G10870	882
AT1G10880	0
AT1G10890	1719
AT1G10900	827
AT1G10910	1185
AT1G10920	60
AT1G10930	479
AT1G10940	2353
AT1G10950	3685
AT1G10960	18940
AT1G10970	85
AT1G10980	0
AT1G10990	84
AT1G11000	468
AT1G11010	0
AT1G11020	383
AT1G11030	0
AT1G11040	0
AT1G11050	245
AT1G11060	533
AT1G11070	8
AT1G11080	29
AT1G11090	157
AT1G11100	123
AT1G11110	0
AT1G11112	3
AT1G11120	211
AT1G11125	21
AT1G11130	170
AT1G11145	0
AT1G11160	37
AT1G11170	75
AT1G11175	274
AT1G11180	417
AT1G11185	27
AT1G11190	127
AT1G11200	303
AT1G11210	79
AT1G11220	27
AT1G11230	0
AT1G11240	369
AT1G11250	1
AT1G11260	2999
AT1G11270	78
AT1G11280	654
AT1G11290	60
AT1G11300	287
AT1G11310	2750
AT1G11320	76
AT1G11330	143
AT1G11340	14
AT1G11350	298
AT1G11360	972
AT1G11362	0
AT1G11370	0
AT1G11380	443
AT1G11390	876
AT1G11400	905
AT1G11410	583
AT1G11420	55
AT1G11430	1662
AT1G11440	285
AT1G11450	132
AT1G11460	3
AT1G11470	0
AT1G11475	168
AT1G11480	2538
AT1G11490	4
AT1G11500	5
AT1G11510	0
AT1G11520	0
AT1G11530	289
AT1G11540	75
AT1G11545	2181
AT1G11550	0
AT1G11560	0
AT1G11570	11
AT1G11572	1
AT1G11580	2108
AT1G11590	0
AT1G11592	363
AT1G11593	0
AT1G11600	1921
AT1G11608	0
AT1G11610	0
AT1G11620	0
AT1G11630	118
AT1G11640	0
AT1G11650	5351
AT1G11655	1
AT1G11660	995
AT1G11670	1365
AT1G11680	2561
AT1G11684	0
AT1G11690	3
AT1G11700	361
AT1G11710	82
AT1G11720	1178
AT1G11730	17
AT1G11735	35
AT1G11740	184
AT1G11750	1297
AT1G11755	121
AT1G11760	156
AT1G11765	0
AT1G11770	0
AT1G11780	199
AT1G11785	5
AT1G11790	486
AT1G11800	133
AT1G11810	0
AT1G11820	1658
AT1G11840	2383
AT1G11850	161
AT1G11860	11602
AT1G11870	613
AT1G11880	115
AT1G11890	777
AT1G11900	40
AT1G11905	299
AT1G11910	25767
AT1G11915	32
AT1G11920	0
AT1G11925	0
AT1G11930	1050
AT1G11940	132
AT1G11950	210
AT1G11960	394
AT1G11970	0
AT1G11980	0
AT1G11990	0
AT1G12000	1821
AT1G12010	360
AT1G12013	6
AT1G12015	1
AT1G12020	157
AT1G12030	3
AT1G12040	88
AT1G12050	512
AT1G12060	41
AT1G12064	59
AT1G12070	125
AT1G12080	38427
AT1G12090	22801
AT1G12100	1
AT1G12110	9234
AT1G12120	1265
AT1G12130	80
AT1G12140	627
AT1G12150	1
AT1G12160	140
AT1G12170	0
AT1G12180	0
AT1G12190	0
AT1G12200	295
AT1G12210	51
AT1G12211	0
AT1G12220	164
AT1G12230	2274
AT1G12240	7520
AT1G12244	111
AT1G12250	845
AT1G12260	171
AT1G12270	1332
AT1G12280	101
AT1G12290	175
AT1G12294	0
AT1G12300	91
AT1G12310	2124
AT1G12320	203
AT1G12330	918
AT1G12340	1
AT1G12350	337
AT1G12360	2193
AT1G12370	452
AT1G12380	47
AT1G12390	208
AT1G12400	95
AT1G12410	1978
AT1G12411	0
AT1G12420	325
AT1G12423	0
AT1G12430	504
AT1G12440	2724
AT1G12450	177
AT1G12451	0
AT1G12460	485
AT1G12470	1212
AT1G12480	18
AT1G12490	0
AT1G12500	2712
AT1G12510	0
AT1G12520	2197
AT1G12530	328
AT1G12540	0
AT1G12550	44
AT1G12560	20
AT1G12570	12
AT1G12580	1879
AT1G12590	0
AT1G12600	20
AT1G12610	2
AT1G12620	194
AT1G12630	0
AT1G12640	959
AT1G12650	466
AT1G12660	0
AT1G12663	0
AT1G12665	1
AT1G12672	1
AT1G12680	534
AT1G12700	120
AT1G12710	98
AT1G12730	104
AT1G12740	193
AT1G12750	305
AT1G12760	1960
AT1G12770	1271
AT1G12775	51
AT1G12780	2511
AT1G12790	137
AT1G12800	3832
AT1G12805	1
AT1G12810	812
AT1G12820	1698
AT1G12830	257
AT1G12840	2582
AT1G12845	117
AT1G12850	901
AT1G12855	2
AT1G12860	809
AT1G12870	1
AT1G12880	235
AT1G12890	0
AT1G12900	6545
AT1G12910	590
AT1G12920	1643
AT1G12930	680
AT1G12938	0
AT1G12940	0
AT1G12950	11
AT1G12960	0
AT1G12970	288
AT1G12980	5
AT1G12990	399
AT1G13000	549
AT1G13010	0
AT1G13020	1271
AT1G13030	86
AT1G13040	53
AT1G13050	72
AT1G13060	2031
AT1G13080	2544
AT1G13090	461
AT1G13100	302
AT1G13110	1270
AT1G13120	499
AT1G13130	35
AT1G13140	0
AT1G13150	0
AT1G13160	703
AT1G13170	893
AT1G13180	164
AT1G13190	724
AT1G13195	243
AT1G13200	1
AT1G13210	925
AT1G13220	498
AT1G13230	9
AT1G13240	0
AT1G13245	373
AT1G13250	242
AT1G13260	667
AT1G13270	313
AT1G13280	625
AT1G13290	0
AT1G13300	249
AT1G13310	6
AT1G13320	1617
AT1G13330	18
AT1G13340	42
AT1G13350	939
AT1G13360	1885
AT1G13370	0
AT1G13380	397
AT1G13390	540
AT1G13400	19
AT1G13410	26
AT1G13420	219
AT1G13430	349
AT1G13440	19264
AT1G13448	8
AT1G13450	728
AT1G13460	512
AT1G13470	0
AT1G13480	27
AT1G13485	0
AT1G13490	1
AT1G13500	12
AT1G13510	18
AT1G13520	94
AT1G13530	84
AT1G13540	19
AT1G13550	19
AT1G13560	1191
AT1G13570	366
AT1G13580	213
AT1G13590	117
AT1G13600	56
AT1G13605	0
AT1G13607	0
AT1G13608	0
AT1G13609	0
AT1G13610	14
AT1G13620	0
AT1G13630	84
AT1G13635	39
AT1G13640	2720
AT1G13650	26
AT1G13670	1195
AT1G13680	0
AT1G13690	248
AT1G13700	96
AT1G13710	388
AT1G13720	0
AT1G13730	665
AT1G13740	1858
AT1G13750	98
AT1G13755	0
AT1G13760	0
AT1G13770	280
AT1G13780	192
AT1G13790	17
AT1G13800	18
AT1G13810	51
AT1G13820	383
AT1G13830	68
AT1G13840	0
AT1G13850	0
AT1G13860	386
AT1G13870	344
AT1G13880	822
AT1G13890	0
AT1G13900	810
AT1G13910	113
AT1G13920	68
AT1G13930	4649
AT1G13940	617
AT1G13950	193
AT1G13960	1247
AT1G13970	168
AT1G13980	1502
AT1G13990	637
AT1G14000	1767
AT1G14010	376
AT1G14020	546
AT1G14030	421
AT1G14040	162
AT1G14048	0
AT1G14060	101
AT1G14070	45
AT1G14071	3
AT1G14080	112
AT1G14100	0
AT1G14110	0
AT1G14120	768
AT1G14130	252
AT1G14140	219
AT1G14150	359
AT1G14160	128
AT1G14170	366
AT1G14180	133
AT1G14185	46
AT1G14190	45
AT1G14200	546
AT1G14205	43
AT1G14210	834
AT1G14220	9
AT1G14225	0
AT1G14230	710
AT1G14240	236
AT1G14250	1
AT1G14260	22
AT1G14270	870
AT1G14280	818
AT1G14290	1256
AT1G14300	105
AT1G14310	117
AT1G14315	2
AT1G14320	7095
AT1G14330	852
AT1G14340	371
AT1G14345	2962
AT1G14350	627
AT1G14360	207
AT1G14370	321
AT1G14380	781
AT1G14390	144
AT1G14400	4712
AT1G14410	192
AT1G14420	1
AT1G14430	536
AT1G14440	387
AT1G14450	405
