Geneid	/ufrc/jkim6/share/braskey/labmtg_20200709/data/alignments/SRR9313209.sam
AT1G07745	151
AT1G07747	0
AT1G07750	1031
AT1G07760	0
AT1G07770	3199
AT1G07780	96
AT1G07790	355
AT1G07795	4
AT1G07810	979
AT1G07820	763
AT1G07830	286
AT1G07840	212
AT1G07850	0
AT1G07860	0
AT1G07870	234
AT1G07880	28
AT1G07885	2
AT1G07890	9062
AT1G07900	3
AT1G07901	0
AT1G07910	361
AT1G07920	4157
AT1G07930	3339
AT1G07940	2695
AT1G07950	203
AT1G07960	481
AT1G07970	257
AT1G07980	347
AT1G07985	661
AT1G07990	1960
AT1G08000	179
AT1G08005	8
AT1G08010	1070
AT1G08030	716
AT1G08032	0
AT1G08035	1
AT1G08040	325
AT1G08050	242
AT1G08060	714
AT1G08065	0
AT1G08070	27
AT1G08080	0
AT1G08090	20
AT1G08100	0
AT1G08110	1231
AT1G08115	2
AT1G08120	0
AT1G08125	364
AT1G08130	473
AT1G08135	0
AT1G08140	0
AT1G08150	0
AT1G08160	585
AT1G08165	5
AT1G08170	0
AT1G08180	78
AT1G08190	2692
AT1G08200	4995
AT1G08210	538
AT1G08220	72
AT1G08230	425
AT1G08240	0
AT1G08250	244
AT1G08260	538
AT1G08270	20
AT1G08280	179
AT1G08290	1
AT1G08300	81
AT1G08310	61
AT1G08315	196
AT1G08320	582
AT1G08340	134
AT1G08350	218
AT1G08360	1707
AT1G08370	930
AT1G08380	2442
AT1G08390	62
AT1G08400	131
AT1G08410	205
AT1G08420	2096
AT1G08430	12
AT1G08440	0
AT1G08450	682
AT1G08460	688
AT1G08465	182
AT1G08470	263
AT1G08480	977
AT1G08490	705
AT1G08500	905
AT1G08510	5986
AT1G08520	3432
AT1G08530	118
AT1G08540	1123
AT1G08550	595
AT1G08560	234
AT1G08570	1542
AT1G08580	281
AT1G08590	553
AT1G08592	103
AT1G08600	884
AT1G08610	96
AT1G08620	1026
AT1G08630	354
AT1G08640	788
AT1G08650	564
AT1G08660	958
AT1G08670	87
AT1G08680	1380
AT1G08695	0
AT1G08700	763
AT1G08710	174
AT1G08720	624
AT1G08730	23
AT1G08750	193
AT1G08760	828
AT1G08770	327
AT1G08780	271
AT1G08790	0
AT1G08800	973
AT1G08810	196
AT1G08820	1090
AT1G08830	4112
AT1G08840	128
AT1G08845	62
AT1G08860	8
AT1G08870	0
AT1G08880	649
AT1G08890	657
AT1G08900	502
AT1G08910	787
AT1G08920	603
AT1G08930	2477
AT1G08940	163
AT1G08950	0
AT1G08960	263
AT1G08970	629
AT1G08980	1152
AT1G08985	0
AT1G08990	136
AT1G09000	121
AT1G09010	1941
AT1G09020	1300
AT1G09026	0
AT1G09030	0
AT1G09040	58
AT1G09050	55
AT1G09060	773
AT1G09070	2868
AT1G09080	2
AT1G09090	201
AT1G09100	357
AT1G09110	0
AT1G09130	1130
AT1G09140	2758
AT1G09150	397
AT1G09155	20
AT1G09157	0
AT1G09160	652
AT1G09170	11
AT1G09176	0
AT1G09180	4
AT1G09190	39
AT1G09195	278
AT1G09200	562
AT1G09210	2175
AT1G09220	16
AT1G09230	462
AT1G09240	46
AT1G09245	0
AT1G09250	1053
AT1G09260	0
AT1G09270	1711
AT1G09280	1021
AT1G09290	136
AT1G09300	62
AT1G09310	15597
AT1G09320	123
AT1G09330	587
AT1G09340	1512
AT1G09350	41
AT1G09360	0
AT1G09370	0
AT1G09380	17
AT1G09390	398
AT1G09400	6
AT1G09410	39
AT1G09415	291
AT1G09420	469
AT1G09421	41
AT1G09430	1968
AT1G09440	70
AT1G09450	41
AT1G09460	1188
AT1G09470	49
AT1G09480	58
AT1G09483	0
AT1G09490	294
AT1G09500	7
AT1G09510	0
AT1G09520	269
AT1G09530	1997
AT1G09540	138
AT1G09550	0
AT1G09560	3048
AT1G09570	20846
AT1G09575	268
AT1G09580	166
AT1G09590	1395
AT1G09600	15
AT1G09610	20
AT1G09620	2951
AT1G09625	0
AT1G09630	375
AT1G09640	4902
AT1G09645	244
AT1G09650	17
AT1G09660	659
AT1G09665	0
AT1G09680	11
AT1G09690	2396
AT1G09700	158
AT1G09710	309
AT1G09720	2
AT1G09730	1002
AT1G09740	1191
AT1G09750	4543
AT1G09760	560
AT1G09770	4396
AT1G09780	2166
AT1G09790	0
AT1G09794	51
AT1G09795	514
AT1G09800	56
AT1G09810	159
AT1G09812	29
AT1G09815	186
AT1G09820	83
AT1G09830	376
AT1G09840	902
AT1G09850	401
AT1G09860	0
AT1G09870	594
AT1G09880	14
AT1G09890	79
AT1G09900	238
AT1G09910	607
AT1G09920	669
AT1G09930	1
AT1G09932	38
AT1G09935	0
AT1G09940	699
AT1G09950	37
AT1G09960	254
AT1G09970	3080
AT1G09980	870
AT1G09995	68
AT1G10000	6
AT1G10010	0
AT1G10020	597
AT1G10030	205
AT1G10040	91
AT1G10050	333
AT1G10060	92
AT1G10070	2496
AT1G10090	812
AT1G10095	117
AT1G10100	0
AT1G10110	6
AT1G10120	1078
AT1G10130	1293
AT1G10140	614
AT1G10150	412
AT1G10155	5
AT1G10170	3264
AT1G10180	478
AT1G10190	0
AT1G10200	2085
AT1G10210	333
AT1G10220	6
AT1G10230	119
AT1G10240	215
AT1G10250	0
AT1G10270	148
AT1G10280	103
AT1G10290	2157
AT1G10300	24
AT1G10310	168
AT1G10320	413
AT1G10330	23
AT1G10340	105
AT1G10350	242
AT1G10360	279
AT1G10370	158
AT1G10380	310
AT1G10385	2
AT1G10390	2567
AT1G10400	129
AT1G10410	1181
AT1G10417	32
AT1G10430	714
AT1G10440	0
AT1G10450	885
AT1G10455	0
AT1G10460	9
AT1G10470	650
AT1G10480	79
AT1G10490	180
AT1G10500	416
AT1G10510	724
AT1G10520	42
AT1G10522	197
AT1G10530	39
AT1G10540	5
AT1G10550	409
AT1G10560	221
AT1G10570	552
AT1G10580	648
AT1G10585	0
AT1G10586	0
AT1G10588	0
AT1G10590	1532
AT1G10600	277
AT1G10610	291
AT1G10620	1
AT1G10630	1483
AT1G10640	140
AT1G10650	399
AT1G10652	0
AT1G10657	11
AT1G10660	1421
AT1G10670	4461
AT1G10680	2
AT1G10682	2028
AT1G10690	96
AT1G10700	350
AT1G10710	3
AT1G10717	0
AT1G10720	615
AT1G10730	201
AT1G10740	1526
AT1G10745	0
AT1G10747	0
AT1G10750	61
AT1G10760	2150
AT1G10770	1
AT1G10780	97
AT1G10790	12
AT1G10800	10
AT1G10810	25
AT1G10820	453
AT1G10830	247
AT1G10840	2179
AT1G10850	709
AT1G10865	242
AT1G10870	640
AT1G10880	0
AT1G10890	1607
AT1G10900	436
AT1G10910	1130
AT1G10920	44
AT1G10930	332
AT1G10940	1964
AT1G10950	3253
AT1G10960	3103
AT1G10970	93
AT1G10980	0
AT1G10990	83
AT1G11000	647
AT1G11010	0
AT1G11020	369
AT1G11030	0
AT1G11040	0
AT1G11050	201
AT1G11060	450
AT1G11070	5
AT1G11080	70
AT1G11090	119
AT1G11100	115
AT1G11110	0
AT1G11112	2
AT1G11120	301
AT1G11125	21
AT1G11130	140
AT1G11145	0
AT1G11160	29
AT1G11170	84
AT1G11175	355
AT1G11180	397
AT1G11185	28
AT1G11190	80
AT1G11200	223
AT1G11210	72
AT1G11220	22
AT1G11230	0
AT1G11240	342
AT1G11250	5
AT1G11260	6547
AT1G11270	105
AT1G11280	577
AT1G11290	44
AT1G11300	184
AT1G11310	1904
AT1G11320	57
AT1G11330	59
AT1G11340	21
AT1G11350	322
AT1G11360	926
AT1G11362	0
AT1G11370	0
AT1G11380	453
AT1G11390	440
AT1G11400	643
AT1G11410	311
AT1G11420	56
AT1G11430	1067
AT1G11440	258
AT1G11450	74
AT1G11460	1
AT1G11470	0
AT1G11475	123
AT1G11480	2383
AT1G11490	5
AT1G11500	4
AT1G11510	0
AT1G11520	0
AT1G11530	402
AT1G11540	57
AT1G11545	3083
AT1G11550	0
AT1G11560	1
AT1G11570	9
AT1G11572	0
AT1G11580	1494
AT1G11590	0
AT1G11592	305
AT1G11593	0
AT1G11600	810
AT1G11608	0
AT1G11610	0
AT1G11620	0
AT1G11630	125
AT1G11640	0
AT1G11650	4308
AT1G11655	0
AT1G11660	888
AT1G11670	850
AT1G11680	1991
AT1G11684	0
AT1G11690	0
AT1G11700	77
AT1G11710	41
AT1G11720	901
AT1G11730	19
AT1G11735	47
AT1G11740	329
AT1G11750	887
AT1G11755	143
AT1G11760	141
AT1G11765	0
AT1G11770	0
AT1G11780	175
AT1G11785	2
AT1G11790	227
AT1G11800	88
AT1G11810	0
AT1G11820	1432
AT1G11840	1279
AT1G11850	160
AT1G11860	6497
AT1G11870	554
AT1G11880	133
AT1G11890	620
AT1G11900	31
AT1G11905	234
AT1G11910	13456
AT1G11915	30
AT1G11920	0
AT1G11925	0
AT1G11930	878
AT1G11940	110
AT1G11950	206
AT1G11960	542
AT1G11970	0
AT1G11980	0
AT1G11990	0
AT1G12000	1460
AT1G12010	289
AT1G12013	2
AT1G12015	1
AT1G12020	66
AT1G12030	1
AT1G12040	55
AT1G12050	491
AT1G12060	30
AT1G12064	26
AT1G12070	88
AT1G12080	40379
AT1G12090	20333
AT1G12100	0
AT1G12110	5945
AT1G12120	1016
AT1G12130	47
AT1G12140	411
AT1G12150	5
AT1G12160	156
AT1G12170	0
AT1G12180	0
AT1G12190	0
AT1G12200	301
AT1G12210	65
AT1G12211	0
AT1G12220	189
AT1G12230	2290
AT1G12240	1081
AT1G12244	75
AT1G12250	274
AT1G12260	121
AT1G12270	919
AT1G12280	113
AT1G12290	156
AT1G12294	0
AT1G12300	87
AT1G12310	1739
AT1G12320	106
AT1G12330	632
AT1G12340	1
AT1G12350	316
AT1G12360	2064
AT1G12370	23
AT1G12380	24
AT1G12390	206
AT1G12400	82
AT1G12410	1491
AT1G12411	0
AT1G12420	239
AT1G12423	0
AT1G12430	416
AT1G12440	2502
AT1G12450	153
AT1G12451	1
AT1G12460	273
AT1G12470	1054
AT1G12480	12
AT1G12490	0
AT1G12500	1892
AT1G12510	0
AT1G12520	1660
AT1G12530	241
AT1G12540	0
AT1G12550	45
AT1G12560	21
AT1G12570	0
AT1G12580	1427
AT1G12590	0
AT1G12600	11
AT1G12610	12
AT1G12620	186
AT1G12630	1
AT1G12640	693
AT1G12650	372
AT1G12660	0
AT1G12663	0
AT1G12665	0
AT1G12672	0
AT1G12680	391
AT1G12700	95
AT1G12710	125
AT1G12730	97
AT1G12740	112
AT1G12750	288
AT1G12760	1501
AT1G12770	662
AT1G12775	69
AT1G12780	2881
AT1G12790	170
AT1G12800	1762
AT1G12805	3
AT1G12810	611
AT1G12820	1682
AT1G12830	165
AT1G12840	2347
AT1G12845	203
AT1G12850	840
AT1G12855	1
AT1G12860	386
AT1G12870	0
AT1G12880	135
AT1G12890	0
AT1G12900	1723
AT1G12910	702
AT1G12920	1432
AT1G12930	670
AT1G12938	0
AT1G12940	10
AT1G12950	13
AT1G12960	0
AT1G12970	307
AT1G12980	1
AT1G12990	552
AT1G13000	461
AT1G13010	0
AT1G13020	752
AT1G13030	90
AT1G13040	52
AT1G13050	76
AT1G13060	1635
AT1G13080	792
AT1G13090	379
AT1G13100	288
AT1G13110	1148
AT1G13120	319
AT1G13130	20
AT1G13140	0
AT1G13150	0
AT1G13160	492
AT1G13170	716
AT1G13180	157
AT1G13190	639
AT1G13195	187
AT1G13200	0
AT1G13210	1113
AT1G13220	374
AT1G13230	10
AT1G13240	0
AT1G13245	444
AT1G13250	607
AT1G13260	2986
AT1G13270	241
AT1G13280	908
AT1G13290	0
AT1G13300	254
AT1G13310	6
AT1G13320	1369
AT1G13330	14
AT1G13340	42
AT1G13350	810
AT1G13360	966
AT1G13370	2
AT1G13380	317
AT1G13390	414
AT1G13400	5
AT1G13410	22
AT1G13420	155
AT1G13430	298
AT1G13440	9624
AT1G13448	8
AT1G13450	721
AT1G13460	324
AT1G13470	0
AT1G13480	14
AT1G13485	0
AT1G13490	2
AT1G13500	6
AT1G13510	10
AT1G13520	53
AT1G13530	101
AT1G13540	27
AT1G13550	17
AT1G13560	827
AT1G13570	501
AT1G13580	151
AT1G13590	116
AT1G13600	15
AT1G13605	0
AT1G13607	0
AT1G13608	0
AT1G13609	0
AT1G13610	0
AT1G13620	0
AT1G13630	60
AT1G13635	18
AT1G13640	2845
AT1G13650	1
AT1G13670	104
AT1G13680	0
AT1G13690	227
AT1G13700	121
AT1G13710	263
AT1G13720	0
AT1G13730	299
AT1G13740	216
AT1G13750	82
AT1G13755	0
AT1G13760	0
AT1G13770	241
AT1G13780	162
AT1G13790	34
AT1G13800	16
AT1G13810	54
AT1G13820	288
AT1G13830	45
AT1G13840	0
AT1G13850	0
AT1G13860	311
AT1G13870	216
AT1G13880	624
AT1G13890	0
AT1G13900	598
AT1G13910	53
AT1G13920	65
AT1G13930	546
AT1G13940	477
AT1G13950	125
AT1G13960	812
AT1G13970	74
AT1G13980	1546
AT1G13990	440
AT1G14000	1207
AT1G14010	327
AT1G14020	423
AT1G14030	434
AT1G14040	128
AT1G14048	0
AT1G14060	87
AT1G14070	26
AT1G14071	1
AT1G14080	82
AT1G14100	0
AT1G14110	0
AT1G14120	546
AT1G14130	196
AT1G14140	231
AT1G14150	176
AT1G14160	80
AT1G14170	306
AT1G14180	99
AT1G14185	50
AT1G14190	21
AT1G14200	380
AT1G14205	38
AT1G14210	744
AT1G14220	31
AT1G14225	0
AT1G14230	543
AT1G14240	139
AT1G14250	1
AT1G14260	14
AT1G14270	572
AT1G14280	558
AT1G14290	929
AT1G14300	129
AT1G14310	92
AT1G14315	0
AT1G14320	5763
AT1G14330	578
AT1G14340	157
AT1G14345	403
AT1G14350	667
AT1G14360	355
AT1G14370	328
AT1G14380	701
AT1G14390	131
AT1G14400	4291
AT1G14410	187
AT1G14420	0
AT1G14430	76
AT1G14440	557
AT1G14450	325
AT1G14455	1
AT1G14460	485
AT1G14470	35
AT1G14480	79
AT1G14490	21
AT1G14500	5
AT1G14510	928
