Geneid	/ufrc/jkim6/share/braskey/data/PRJNA549285/TopHat/alignments/SRR9313209.sam
AT1G02060	179
AT1G02065	9
AT1G02070	6
AT1G02074	2
AT1G02080	4036
AT1G02090	509
AT1G02100	1397
AT1G02110	885
AT1G02120	1590
AT1G02130	947
AT1G02140	1631
AT1G02145	429
AT1G02150	1959
AT1G02160	253
AT1G02170	809
AT1G02180	115
AT1G02190	8
AT1G02205	3704
AT1G02210	0
AT1G02220	314
AT1G02230	30
AT1G02250	0
AT1G02260	486
AT1G02270	256
AT1G02280	2218
AT1G02290	172
AT1G02300	335
AT1G02305	2367
AT1G02310	8
AT1G02320	0
AT1G02330	412
AT1G02335	322
AT1G02340	934
AT1G02350	21
AT1G02360	438
AT1G02370	53
AT1G02380	20
AT1G02390	19
AT1G02391	0
AT1G02400	958
AT1G02405	3
AT1G02410	335
AT1G02420	72
AT1G02430	20
AT1G02440	4
AT1G02450	1
AT1G02460	90
AT1G02470	6
AT1G02475	262
AT1G02480	0
AT1G02490	0
AT1G02500	9494
AT1G02510	0
AT1G02520	544
AT1G02530	3
AT1G02540	0
AT1G02550	0
AT1G02560	1839
AT1G02570	0
AT1G02575	0
AT1G02580	21
AT1G02590	0
AT1G02600	0
AT1G02610	137
AT1G02620	0
AT1G02630	3
AT1G02640	5327
AT1G02650	38
AT1G02660	961
AT1G02670	52
AT1G02680	218
AT1G02690	290
AT1G02700	34
AT1G02710	1
AT1G02720	316
AT1G02730	351
AT1G02740	130
AT1G02750	207
AT1G02760	0
AT1G02770	35
AT1G02780	6436
AT1G02790	0
AT1G02800	993
AT1G02810	252
AT1G02813	0
AT1G02816	451
AT1G02820	2
AT1G02830	0
AT1G02840	4910
AT1G02850	1708
AT1G02860	497
AT1G02870	147
AT1G02880	328
AT1G02890	2652
AT1G02900	559
AT1G02910	540
AT1G02920	632
AT1G02930	198
AT1G02940	0
AT1G02950	195
AT1G02952	0
AT1G02960	322
AT1G02965	0
AT1G02970	54
AT1G02980	1
AT1G02990	545
AT1G03000	640
AT1G03010	51
AT1G03020	0
AT1G03022	0
AT1G03030	342
AT1G03040	719
AT1G03050	0
AT1G03055	3
AT1G03060	2268
AT1G03070	34
AT1G03080	3697
AT1G03090	5170
AT1G03100	28
AT1G03103	0
AT1G03106	116
AT1G03110	153
AT1G03120	32
AT1G03130	1991
AT1G03140	1125
AT1G03150	157
AT1G03160	1209
AT1G03170	44
AT1G03180	50
AT1G03190	273
AT1G03200	58
AT1G03210	348
AT1G03220	6573
AT1G03230	1160
AT1G03240	8
AT1G03250	258
AT1G03260	232
AT1G03270	36
AT1G03280	1038
AT1G03290	530
AT1G03300	59
AT1G03310	257
AT1G03320	21
AT1G03330	355
AT1G03340	48
AT1G03350	1134
AT1G03360	82
AT1G03365	399
AT1G03370	741
AT1G03380	1583
AT1G03390	0
AT1G03400	80
AT1G03410	293
AT1G03430	401
AT1G03440	192
AT1G03445	50
AT1G03457	463
AT1G03470	341
AT1G03475	2546
AT1G03490	0
AT1G03495	0
AT1G03502	18
AT1G03506	17
AT1G03510	35
AT1G03515	0
AT1G03520	335
AT1G03530	229
AT1G03540	25
AT1G03545	25
AT1G03550	554
AT1G03560	244
AT1G03570	0
AT1G03590	922
AT1G03600	1772
AT1G03610	728
AT1G03620	53
AT1G03630	675
AT1G03640	0
AT1G03650	28
AT1G03660	22
AT1G03670	0
AT1G03680	914
AT1G03687	243
AT1G03700	2
AT1G03710	2
AT1G03720	0
AT1G03730	139
AT1G03740	709
AT1G03743	0
AT1G03746	0
AT1G03750	151
AT1G03760	101
AT1G03770	174
AT1G03780	146
AT1G03790	978
AT1G03800	13
AT1G03810	0
AT1G03820	44
AT1G03830	199
AT1G03840	35
AT1G03850	675
AT1G03860	594
AT1G03870	16243
AT1G03880	4
AT1G03890	1
AT1G03900	2673
AT1G03905	106
AT1G03910	1413
AT1G03920	181
AT1G03930	694
AT1G03935	38
AT1G03940	0
AT1G03950	137
AT1G03960	202
AT1G03970	209
AT1G03980	4
AT1G03982	0
AT1G03990	2
AT1G04000	370
AT1G04010	283
AT1G04020	85
AT1G04030	169
AT1G04040	3471
AT1G04050	81
AT1G04070	67
AT1G04080	2539
AT1G04090	25
AT1G04100	106
AT1G04110	35
AT1G04120	2363
AT1G04130	131
AT1G04140	2708
AT1G04150	3
AT1G04160	273
AT1G04170	1513
AT1G04171	0
AT1G04180	19
AT1G04190	413
AT1G04200	565
AT1G04210	1012
AT1G04220	1281
AT1G04230	147
AT1G04240	1585
AT1G04250	4468
AT1G04260	276
AT1G04270	3036
AT1G04280	1205
AT1G04290	132
AT1G04295	21
AT1G04300	3183
AT1G04310	643
AT1G04320	0
AT1G04330	6
AT1G04340	249
AT1G04350	74
AT1G04360	45
AT1G04370	0
AT1G04380	1
AT1G04390	249
AT1G04400	3826
AT1G04410	10811
AT1G04420	889
AT1G04425	19
AT1G04430	3215
AT1G04440	1770
AT1G04445	4
AT1G04450	0
AT1G04470	1
AT1G04480	1403
AT1G04490	18
AT1G04500	8
AT1G04501	0
AT1G04510	892
AT1G04520	230
AT1G04530	622
AT1G04540	0
AT1G04550	319
AT1G04555	65
AT1G04560	38
AT1G04570	14
AT1G04580	4
AT1G04590	271
AT1G04600	4
AT1G04610	205
AT1G04620	843
AT1G04625	0
AT1G04630	463
AT1G04635	12
AT1G04640	162
AT1G04645	0
AT1G04650	24
AT1G04660	4
AT1G04670	0
AT1G04680	3747
AT1G04684	0
AT1G04690	1195
AT1G04700	38
AT1G04710	210
AT1G04720	0
AT1G04730	113
AT1G04750	1395
AT1G04760	29
AT1G04770	278
AT1G04778	16
AT1G04780	1165
AT1G04790	464
AT1G04800	832
AT1G04810	1730
AT1G04820	14219
AT1G04830	624
AT1G04840	16
AT1G04850	1835
AT1G04860	869
AT1G04870	310
AT1G04880	4
AT1G04890	0
AT1G04900	108
AT1G04910	795
AT1G04920	52
AT1G04930	91
AT1G04940	162
AT1G04945	54
AT1G04950	570
AT1G04960	495
AT1G04970	847
AT1G04980	210
AT1G04985	484
AT1G04990	481
AT1G05000	219
AT1G05010	1588
AT1G05020	23
AT1G05030	205
AT1G05040	0
AT1G05055	146
AT1G05060	221
AT1G05065	9
AT1G05070	250
AT1G05080	0
AT1G05085	0
AT1G05090	9
AT1G05100	33
AT1G05120	729
AT1G05136	0
AT1G05140	628
AT1G05150	1661
AT1G05160	200
AT1G05170	536
AT1G05180	527
AT1G05190	3182
AT1G05200	148
AT1G05205	240
AT1G05210	60
AT1G05220	58
AT1G05230	558
AT1G05240	0
AT1G05250	0
AT1G05260	2749
AT1G05270	950
AT1G05280	23
AT1G05290	0
AT1G05291	0
AT1G05300	72
AT1G05310	92
AT1G05320	670
AT1G05330	6
AT1G05340	486
AT1G05350	622
AT1G05360	499
AT1G05370	32
AT1G05380	1535
AT1G05385	208
AT1G05390	0
AT1G05400	23
AT1G05410	245
AT1G05420	64
AT1G05430	328
AT1G05440	20
AT1G05450	1
AT1G05460	223
AT1G05470	188
AT1G05490	151
AT1G05500	796
AT1G05510	9
AT1G05520	1194
AT1G05530	34
AT1G05540	10
AT1G05550	6
AT1G05560	2167
AT1G05562	106
AT1G05570	3035
AT1G05575	28
AT1G05577	5
AT1G05580	0
AT1G05590	440
AT1G05600	160
AT1G05610	17
AT1G05615	0
AT1G05620	652
AT1G05630	208
AT1G05640	95
AT1G05650	26
AT1G05660	78
AT1G05670	139
AT1G05675	34
AT1G05680	930
AT1G05690	14
AT1G05700	167
AT1G05710	109
AT1G05720	355
AT1G05730	6
AT1G05740	0
AT1G05750	112
AT1G05760	70
AT1G05770	18
AT1G05780	179
AT1G05785	161
AT1G05790	997
AT1G05800	0
AT1G05805	689
AT1G05810	726
AT1G05820	99
AT1G05830	1608
AT1G05835	822
AT1G05840	871
AT1G05850	11611
AT1G05860	195
AT1G05870	716
AT1G05880	3
AT1G05890	3742
AT1G05894	6
AT1G05900	241
AT1G05910	504
AT1G05920	0
AT1G05925	0
AT1G05930	0
AT1G05940	902
AT1G05950	95
AT1G05960	3000
AT1G05970	115
AT1G05980	0
AT1G05990	0
AT1G06000	286
AT1G06002	134
AT1G06010	161
AT1G06020	3
AT1G06030	1
AT1G06040	1147
AT1G06050	120
AT1G06060	575
AT1G06070	674
AT1G06080	573
AT1G06090	138
AT1G06100	0
AT1G06110	1279
AT1G06120	38
AT1G06130	457
AT1G06135	2
AT1G06137	0
AT1G06140	18
AT1G06148	1
AT1G06149	0
AT1G06150	37
AT1G06160	1
AT1G06170	0
AT1G06180	98
AT1G06190	960
AT1G06200	645
AT1G06210	450
AT1G06220	1057
AT1G06225	6
AT1G06230	1559
AT1G06240	159
AT1G06250	11
AT1G06260	0
AT1G06265	228
AT1G06270	44
AT1G06280	0
AT1G06290	1595
AT1G06310	13
AT1G06320	5
AT1G06330	30
AT1G06340	5
AT1G06350	434
AT1G06360	1662
AT1G06380	121
AT1G06390	1929
AT1G06400	1032
AT1G06410	3168
AT1G06420	23
AT1G06430	798
AT1G06440	24
AT1G06450	113
AT1G06460	279
AT1G06470	419
AT1G06475	24
AT1G06480	0
AT1G06490	131
AT1G06500	164
AT1G06510	187
AT1G06515	271
AT1G06520	24
AT1G06530	963
AT1G06540	2
AT1G06550	581
AT1G06560	215
AT1G06570	2119
AT1G06580	62
AT1G06590	211
AT1G06610	0
AT1G06620	334
AT1G06630	380
AT1G06640	1590
AT1G06645	89
AT1G06650	292
AT1G06660	23
AT1G06670	1334
AT1G06680	6248
AT1G06690	258
AT1G06700	3297
AT1G06710	85
AT1G06720	428
AT1G06730	302
AT1G06750	40
AT1G06760	2523
AT1G06770	167
AT1G06780	384
AT1G06790	102
AT1G06800	323
AT1G06810	1
AT1G06820	524
AT1G06830	7
AT1G06840	901
AT1G06850	698
AT1G06860	0
AT1G06870	566
AT1G06880	0
AT1G06890	1717
AT1G06900	1619
AT1G06910	82
AT1G06920	0
AT1G06923	2
AT1G06925	18
AT1G06930	97
AT1G06950	3436
AT1G06960	219
AT1G06970	2
AT1G06980	459
AT1G06990	0
AT1G07000	425
AT1G07010	288
AT1G07020	226
AT1G07025	0
AT1G07030	562
AT1G07040	852
AT1G07050	63
AT1G07051	0
AT1G07060	1
AT1G07070	95
AT1G07080	1710
AT1G07090	319
AT1G07100	0
AT1G07110	2344
AT1G07119	21
AT1G07120	7
AT1G07128	23
AT1G07130	64
AT1G07135	129
AT1G07140	3732
AT1G07150	198
AT1G07160	18
AT1G07170	276
AT1G07175	3
AT1G07180	7
AT1G07190	0
AT1G07200	674
AT1G07210	277
AT1G07220	150
AT1G07230	795
AT1G07240	775
AT1G07250	487
AT1G07260	261
AT1G07270	11
AT1G07280	183
AT1G07290	37
AT1G07300	75
AT1G07310	1294
AT1G07320	4520
AT1G07330	0
AT1G07340	0
AT1G07350	1253
AT1G07360	877
AT1G07370	115
AT1G07380	376
AT1G07390	43
AT1G07400	212
AT1G07410	46
AT1G07420	757
AT1G07430	25
AT1G07440	191
AT1G07450	0
AT1G07460	0
AT1G07470	479
AT1G07473	0
AT1G07476	0
AT1G07480	631
AT1G07485	0
AT1G07490	11
AT1G07500	4
AT1G07510	701
AT1G07520	339
AT1G07530	1133
AT1G07540	0
AT1G07550	19
AT1G07560	75
AT1G07570	659
AT1G07580	0
AT1G07590	4970
AT1G07600	0
AT1G07610	934
AT1G07615	149
AT1G07620	44
AT1G07630	553
AT1G07640	452
AT1G07645	14
AT1G07650	1926
AT1G07660	190
AT1G07670	1246
AT1G07680	1
AT1G07690	47
AT1G07700	225
AT1G07702	0
AT1G07705	380
AT1G07710	4
AT1G07720	1015
AT1G07725	1
AT1G07728	485
AT1G07730	0
AT1G07740	47
AT1G07745	143
AT1G07747	0
AT1G07750	1029
AT1G07760	0
AT1G07770	3093
AT1G07780	100
AT1G07790	344
AT1G07795	4
AT1G07810	971
AT1G07820	734
AT1G07830	280
AT1G07840	212
AT1G07850	0
AT1G07860	0
AT1G07870	235
AT1G07880	28
AT1G07885	2
AT1G07890	8936
AT1G07900	3
AT1G07901	0
AT1G07910	361
AT1G07920	3921
AT1G07930	3397
AT1G07940	2436
AT1G07950	192
AT1G07960	476
AT1G07970	254
AT1G07980	335
AT1G07985	638
AT1G07990	1931
AT1G08000	177
AT1G08005	8
AT1G08010	1068
AT1G08030	709
AT1G08032	0
AT1G08035	1
AT1G08040	321
AT1G08050	239
AT1G08060	708
AT1G08065	0
AT1G08070	26
AT1G08080	0
AT1G08090	20
AT1G08100	0
AT1G08110	1225
AT1G08115	28
AT1G08120	0
AT1G08125	358
AT1G08130	471
AT1G08135	0
AT1G08140	0
AT1G08150	0
AT1G08160	572
AT1G08165	5
AT1G08170	0
AT1G08180	72
AT1G08190	2697
AT1G08200	4954
AT1G08210	532
AT1G08220	69
AT1G08230	421
AT1G08240	0
AT1G08250	239
AT1G08260	546
AT1G08270	19
AT1G08280	178
AT1G08290	1
AT1G08300	79
AT1G08310	61
AT1G08315	192
AT1G08320	578
AT1G08340	130
AT1G08350	213
AT1G08360	1721
AT1G08370	913
AT1G08380	2388
AT1G08390	60
AT1G08400	131
AT1G08410	200
AT1G08420	2089
AT1G08430	12
AT1G08440	0
AT1G08450	718
AT1G08460	680
AT1G08465	178
AT1G08470	255
AT1G08480	967
AT1G08490	702
AT1G08500	898
AT1G08510	5860
AT1G08520	3371
AT1G08530	116
AT1G08540	1109
AT1G08550	587
AT1G08560	232
AT1G08570	1507
AT1G08580	278
AT1G08590	551
AT1G08592	103
AT1G08600	897
AT1G08610	95
AT1G08620	1018
AT1G08630	350
AT1G08640	781
AT1G08650	564
AT1G08660	967
AT1G08670	87
AT1G08680	1394
AT1G08695	0
AT1G08700	761
AT1G08710	175
AT1G08720	623
AT1G08730	23
AT1G08750	195
AT1G08760	816
AT1G08770	319
AT1G08780	264
AT1G08790	0
AT1G08800	967
AT1G08810	192
AT1G08820	1073
AT1G08830	4018
AT1G08840	128
AT1G08845	62
AT1G08860	8
AT1G08870	0
AT1G08880	645
AT1G08890	652
AT1G08900	515
AT1G08910	780
AT1G08920	598
AT1G08930	2457
AT1G08940	155
AT1G08950	0
AT1G08960	262
AT1G08970	620
AT1G08980	1135
AT1G08985	0
AT1G08990	135
AT1G09000	120
AT1G09010	1928
AT1G09020	1283
AT1G09026	0
AT1G09030	0
AT1G09040	60
AT1G09050	55
AT1G09060	770
AT1G09070	2833
AT1G09080	2
AT1G09090	201
AT1G09100	357
AT1G09110	0
AT1G09130	1123
AT1G09140	2743
AT1G09150	394
AT1G09155	19
AT1G09157	0
AT1G09160	653
AT1G09170	12
AT1G09176	0
AT1G09180	4
AT1G09190	39
AT1G09195	270
AT1G09200	547
AT1G09210	2166
AT1G09220	14
AT1G09230	455
AT1G09240	45
AT1G09245	0
AT1G09250	1032
AT1G09260	0
AT1G09270	1683
AT1G09280	1027
AT1G09290	133
AT1G09300	61
AT1G09310	15445
AT1G09320	120
AT1G09330	579
AT1G09340	1489
AT1G09350	41
AT1G09360	0
AT1G09370	0
AT1G09380	17
AT1G09390	391
AT1G09400	6
AT1G09410	38
AT1G09415	284
AT1G09420	482
AT1G09421	41
AT1G09430	1953
AT1G09440	70
AT1G09450	41
AT1G09460	1175
AT1G09470	49
AT1G09480	61
AT1G09483	0
AT1G09490	301
AT1G09500	7
AT1G09510	0
AT1G09520	266
AT1G09530	1976
AT1G09540	136
AT1G09550	0
AT1G09560	2984
AT1G09570	20719
AT1G09575	266
AT1G09580	163
AT1G09590	1361
AT1G09600	15
AT1G09610	20
AT1G09620	2894
AT1G09625	0
AT1G09630	365
AT1G09640	4819
AT1G09645	237
AT1G09650	17
AT1G09660	652
AT1G09665	0
AT1G09680	11
AT1G09690	2351
AT1G09700	136
AT1G09710	307
AT1G09720	2
AT1G09730	996
AT1G09740	1175
AT1G09750	4510
AT1G09760	560
AT1G09770	4355
AT1G09780	2132
AT1G09790	0
AT1G09794	51
AT1G09795	505
AT1G09800	53
AT1G09810	159
AT1G09812	29
AT1G09815	178
AT1G09820	83
AT1G09830	375
AT1G09840	903
AT1G09850	398
AT1G09860	0
AT1G09870	587
AT1G09880	14
AT1G09890	79
AT1G09900	238
AT1G09910	600
AT1G09920	648
AT1G09930	1
AT1G09932	39
AT1G09935	0
AT1G09940	701
AT1G09950	37
AT1G09960	249
AT1G09970	3056
AT1G09980	876
AT1G09995	64
AT1G10000	6
AT1G10010	0
AT1G10020	595
AT1G10030	201
AT1G10040	92
AT1G10050	327
AT1G10060	98
AT1G10070	2525
AT1G10090	803
AT1G10095	115
AT1G10100	0
AT1G10110	6
AT1G10120	1070
AT1G10130	1280
AT1G10140	584
AT1G10150	410
AT1G10155	5
AT1G10170	3247
AT1G10180	484
AT1G10190	0
AT1G10200	2038
AT1G10210	332
AT1G10220	6
AT1G10230	119
AT1G10240	215
AT1G10250	0
AT1G10270	146
AT1G10280	103
AT1G10290	2136
AT1G10300	24
AT1G10310	163
AT1G10320	403
AT1G10330	22
AT1G10340	102
AT1G10350	241
AT1G10360	276
AT1G10370	154
AT1G10380	303
AT1G10385	2
AT1G10390	2544
AT1G10400	126
AT1G10410	1174
AT1G10417	34
AT1G10430	696
AT1G10440	0
AT1G10450	878
AT1G10455	0
AT1G10460	9
AT1G10470	644
AT1G10480	79
AT1G10490	179
AT1G10500	409
AT1G10510	716
AT1G10520	41
AT1G10522	195
AT1G10530	39
AT1G10540	5
AT1G10550	407
AT1G10560	221
AT1G10570	542
AT1G10580	640
AT1G10585	0
AT1G10586	0
AT1G10588	0
AT1G10590	1510
AT1G10600	274
AT1G10610	290
AT1G10620	1
AT1G10630	1465
AT1G10640	138
AT1G10650	396
AT1G10652	0
AT1G10657	11
AT1G10660	1414
AT1G10670	4381
AT1G10680	2
AT1G10682	1909
AT1G10690	95
AT1G10700	347
AT1G10710	3
AT1G10717	0
AT1G10720	607
AT1G10730	201
AT1G10740	1508
AT1G10745	0
AT1G10747	0
AT1G10750	60
AT1G10760	2132
AT1G10770	1
AT1G10780	95
AT1G10790	12
AT1G10800	10
AT1G10810	27
AT1G10820	434
AT1G10830	246
AT1G10840	2150
AT1G10850	704
AT1G10865	239
AT1G10870	631
AT1G10880	0
AT1G10890	1592
AT1G10900	430
AT1G10910	1123
AT1G10920	43
AT1G10930	327
AT1G10940	1916
AT1G10950	3233
AT1G10960	3033
AT1G10970	91
AT1G10980	0
AT1G10990	84
AT1G11000	634
AT1G11010	0
AT1G11020	362
AT1G11030	0
AT1G11040	0
AT1G11050	195
AT1G11060	446
AT1G11070	5
AT1G11080	69
AT1G11090	119
AT1G11100	114
AT1G11110	0
AT1G11112	2
AT1G11120	303
AT1G11125	21
AT1G11130	140
AT1G11145	0
AT1G11160	29
AT1G11170	82
AT1G11175	353
AT1G11180	393
AT1G11185	27
AT1G11190	80
AT1G11200	221
AT1G11210	68
AT1G11220	25
AT1G11230	0
AT1G11240	338
AT1G11250	5
AT1G11260	6493
AT1G11270	100
AT1G11280	573
AT1G11290	44
AT1G11300	185
AT1G11310	1893
AT1G11320	57
AT1G11330	59
AT1G11340	21
AT1G11350	321
AT1G11360	915
AT1G11362	0
AT1G11370	0
AT1G11380	452
AT1G11390	434
AT1G11400	636
AT1G11410	306
AT1G11420	55
AT1G11430	1038
AT1G11440	254
AT1G11450	77
AT1G11460	1
AT1G11470	0
AT1G11475	119
AT1G11480	2379
AT1G11490	5
AT1G11500	4
AT1G11510	0
AT1G11520	0
AT1G11530	400
AT1G11540	57
AT1G11545	3021
AT1G11550	0
AT1G11560	1
AT1G11570	9
AT1G11572	0
AT1G11580	1501
AT1G11590	0
AT1G11592	304
AT1G11593	0
AT1G11600	798
AT1G11608	0
AT1G11610	0
AT1G11620	0
AT1G11630	123
AT1G11640	0
AT1G11650	4260
AT1G11655	0
AT1G11660	884
AT1G11670	847
AT1G11680	1967
AT1G11684	0
AT1G11690	0
AT1G11700	76
AT1G11710	41
AT1G11720	890
AT1G11730	19
AT1G11735	47
AT1G11740	297
AT1G11750	872
AT1G11755	143
AT1G11760	141
AT1G11765	0
AT1G11770	0
AT1G11780	170
AT1G11785	3
AT1G11790	226
AT1G11800	87
AT1G11810	0
AT1G11820	1426
AT1G11840	1256
AT1G11850	145
AT1G11860	6429
AT1G11870	552
AT1G11880	133
AT1G11890	614
AT1G11900	31
AT1G11905	233
AT1G11910	13246
AT1G11915	30
AT1G11920	0
AT1G11925	0
AT1G11930	868
AT1G11940	109
AT1G11950	203
AT1G11960	539
AT1G11970	0
AT1G11980	0
AT1G11990	0
AT1G12000	1455
AT1G12010	288
AT1G12013	2
AT1G12015	1
AT1G12020	64
AT1G12030	1
AT1G12040	53
AT1G12050	486
AT1G12060	30
AT1G12064	24
AT1G12070	88
AT1G12080	38321
AT1G12090	19219
AT1G12100	0
AT1G12110	5891
AT1G12120	1008
AT1G12130	47
AT1G12140	407
AT1G12150	5
AT1G12160	154
AT1G12170	0
AT1G12180	0
AT1G12190	0
AT1G12200	300
AT1G12210	64
AT1G12211	0
AT1G12220	188
AT1G12230	2269
AT1G12240	1067
AT1G12244	72
AT1G12250	279
AT1G12260	120
AT1G12270	905
AT1G12280	114
AT1G12290	156
AT1G12294	0
AT1G12300	87
AT1G12310	1684
AT1G12320	105
AT1G12330	626
AT1G12340	1
AT1G12350	321
AT1G12360	2048
AT1G12370	24
AT1G12380	24
AT1G12390	207
AT1G12400	80
AT1G12410	1470
AT1G12411	0
AT1G12420	235
AT1G12423	0
AT1G12430	415
AT1G12440	2512
AT1G12450	151
AT1G12451	1
AT1G12460	270
AT1G12470	1046
AT1G12480	12
AT1G12490	0
AT1G12500	1880
AT1G12510	0
AT1G12520	1644
AT1G12530	239
AT1G12540	0
AT1G12550	45
AT1G12560	21
AT1G12570	0
AT1G12580	1413
AT1G12590	0
AT1G12600	10
AT1G12610	12
AT1G12620	186
AT1G12630	1
AT1G12640	679
AT1G12650	373
AT1G12660	0
AT1G12663	0
AT1G12665	0
AT1G12672	0
AT1G12680	391
AT1G12700	93
AT1G12710	123
AT1G12730	97
AT1G12740	110
AT1G12750	283
AT1G12760	1485
AT1G12770	647
AT1G12775	69
AT1G12780	2788
AT1G12790	172
AT1G12800	1746
AT1G12805	3
AT1G12810	603
AT1G12820	1670
AT1G12830	161
AT1G12840	2322
AT1G12845	197
AT1G12850	837
AT1G12855	1
AT1G12860	382
AT1G12870	0
AT1G12880	133
AT1G12890	0
AT1G12900	1705
AT1G12910	699
AT1G12920	1419
AT1G12930	666
AT1G12938	0
AT1G12940	10
AT1G12950	13
AT1G12960	0
AT1G12970	304
AT1G12980	1
AT1G12990	551
AT1G13000	460
AT1G13010	0
AT1G13020	746
AT1G13030	90
AT1G13040	52
AT1G13050	75
AT1G13060	1587
AT1G13080	781
AT1G13090	377
AT1G13100	284
AT1G13110	1140
AT1G13120	314
AT1G13130	20
AT1G13140	0
AT1G13150	0
AT1G13160	484
AT1G13170	712
AT1G13180	157
AT1G13190	634
AT1G13195	185
AT1G13200	0
AT1G13210	1098
AT1G13220	370
AT1G13230	10
AT1G13240	0
AT1G13245	431
AT1G13250	594
AT1G13260	2939
AT1G13270	239
AT1G13280	896
AT1G13290	0
AT1G13300	252
AT1G13310	6
AT1G13320	1382
AT1G13330	14
AT1G13340	41
AT1G13350	803
AT1G13360	959
AT1G13370	2
AT1G13380	312
AT1G13390	407
AT1G13400	5
AT1G13410	22
AT1G13420	154
AT1G13430	296
AT1G13440	9488
AT1G13448	6
AT1G13450	724
AT1G13460	321
AT1G13470	0
AT1G13480	17
AT1G13485	0
AT1G13490	2
AT1G13500	6
AT1G13510	9
AT1G13520	53
AT1G13530	99
AT1G13540	27
AT1G13550	17
AT1G13560	832
AT1G13570	497
AT1G13580	148
AT1G13590	114
AT1G13600	15
AT1G13605	0
AT1G13607	0
AT1G13608	0
AT1G13609	0
AT1G13610	0
AT1G13620	0
AT1G13630	60
AT1G13635	18
AT1G13640	2809
AT1G13650	1
AT1G13670	104
AT1G13680	0
AT1G13690	223
AT1G13700	116
AT1G13710	261
AT1G13720	0
AT1G13730	292
AT1G13740	212
AT1G13750	82
AT1G13755	0
AT1G13760	0
AT1G13770	242
AT1G13780	161
AT1G13790	33
AT1G13800	15
AT1G13810	53
AT1G13820	291
AT1G13830	45
AT1G13840	0
AT1G13850	0
AT1G13860	309
AT1G13870	215
AT1G13880	615
AT1G13890	0
AT1G13900	594
AT1G13910	52
AT1G13920	65
AT1G13930	534
AT1G13940	474
AT1G13950	122
AT1G13960	808
AT1G13970	73
AT1G13980	1538
AT1G13990	434
AT1G14000	1196
AT1G14010	325
AT1G14020	419
AT1G14030	431
AT1G14040	127
AT1G14048	0
AT1G14060	87
AT1G14070	26
AT1G14071	1
AT1G14080	80
AT1G14100	0
AT1G14110	0
AT1G14120	531
AT1G14130	192
AT1G14140	235
AT1G14150	174
AT1G14160	81
AT1G14170	304
AT1G14180	99
AT1G14185	50
AT1G14190	22
AT1G14200	367
AT1G14205	38
AT1G14210	731
AT1G14220	30
AT1G14225	0
AT1G14230	507
AT1G14240	135
AT1G14250	1
AT1G14260	14
AT1G14270	560
AT1G14280	553
AT1G14290	917
AT1G14300	128
AT1G14310	94
AT1G14315	0
AT1G14320	5656
AT1G14330	573
AT1G14340	152
AT1G14345	392
AT1G14350	660
AT1G14360	351
AT1G14370	323
AT1G14380	693
AT1G14390	127
AT1G14400	4228
AT1G14410	188
AT1G14420	0
AT1G14430	77
AT1G14440	550
AT1G14450	314
AT1G14455	1
AT1G14460	481
AT1G14470	35
AT1G14480	79
AT1G14490	19
AT1G14500	5
AT1G14510	916
