Geneid	/ufrc/jkim6/share/braskey/data/PRJNA549285/TopHat/alignments/SRR9313213.sam
AT1G01980	0
AT1G01990	230
AT1G02000	215
AT1G02010	399
AT1G02020	276
AT1G02030	5
AT1G02040	9
AT1G02050	181
AT1G02060	139
AT1G02065	2
AT1G02070	1
AT1G02074	2
AT1G02080	2504
AT1G02090	322
AT1G02100	1075
AT1G02110	510
AT1G02120	1114
AT1G02130	752
AT1G02140	1113
AT1G02145	304
AT1G02150	1578
AT1G02160	199
AT1G02170	545
AT1G02180	69
AT1G02190	3
AT1G02205	2241
AT1G02210	0
AT1G02220	136
AT1G02230	35
AT1G02250	0
AT1G02260	246
AT1G02270	211
AT1G02280	1742
AT1G02290	117
AT1G02300	292
AT1G02305	1947
AT1G02310	2
AT1G02320	0
AT1G02330	260
AT1G02335	289
AT1G02340	629
AT1G02350	14
AT1G02360	290
AT1G02370	36
AT1G02380	10
AT1G02390	17
AT1G02391	0
AT1G02400	499
AT1G02405	10
AT1G02410	179
AT1G02420	42
AT1G02430	8
AT1G02440	2
AT1G02450	3
AT1G02460	24
AT1G02470	12
AT1G02475	170
AT1G02480	0
AT1G02490	0
AT1G02500	6742
AT1G02510	2
AT1G02520	304
AT1G02530	2
AT1G02540	0
AT1G02550	0
AT1G02560	1260
AT1G02570	0
AT1G02575	0
AT1G02580	11
AT1G02590	0
AT1G02600	0
AT1G02610	117
AT1G02620	1
AT1G02630	3
AT1G02640	2887
AT1G02650	10
AT1G02660	710
AT1G02670	17
AT1G02680	140
AT1G02690	158
AT1G02700	5
AT1G02710	0
AT1G02720	167
AT1G02730	181
AT1G02740	89
AT1G02750	143
AT1G02760	0
AT1G02770	19
AT1G02780	4315
AT1G02790	0
AT1G02800	1008
AT1G02810	152
AT1G02813	1
AT1G02816	261
AT1G02820	0
AT1G02830	0
AT1G02840	3795
AT1G02850	1298
AT1G02860	489
AT1G02870	108
AT1G02880	278
AT1G02890	1793
AT1G02900	338
AT1G02910	346
AT1G02920	446
AT1G02930	98
AT1G02940	0
AT1G02950	120
AT1G02952	0
AT1G02960	245
AT1G02965	0
AT1G02970	17
AT1G02980	0
AT1G02990	346
AT1G03000	422
AT1G03010	23
AT1G03020	0
AT1G03022	0
AT1G03030	195
AT1G03040	471
AT1G03050	0
AT1G03055	1
AT1G03060	1284
AT1G03070	29
AT1G03080	2378
AT1G03090	4680
AT1G03100	13
AT1G03103	0
AT1G03106	49
AT1G03110	109
AT1G03120	7
AT1G03130	1592
AT1G03140	931
AT1G03150	121
AT1G03160	817
AT1G03170	24
AT1G03180	34
AT1G03190	175
AT1G03200	50
AT1G03210	206
AT1G03220	5927
AT1G03230	761
AT1G03240	3
AT1G03250	185
AT1G03260	167
AT1G03270	12
AT1G03280	715
AT1G03290	423
AT1G03300	35
AT1G03310	108
AT1G03320	23
AT1G03330	223
AT1G03340	32
AT1G03350	654
AT1G03360	50
AT1G03365	277
AT1G03370	502
AT1G03380	1216
AT1G03390	0
AT1G03400	67
AT1G03410	228
AT1G03430	262
AT1G03440	152
AT1G03445	36
AT1G03457	301
AT1G03470	267
AT1G03475	1587
AT1G03490	0
AT1G03495	1
AT1G03502	9
AT1G03506	10
AT1G03510	14
AT1G03515	0
AT1G03520	291
AT1G03530	166
AT1G03540	20
AT1G03545	13
AT1G03550	389
AT1G03560	126
AT1G03570	0
AT1G03590	570
AT1G03600	1195
AT1G03610	605
AT1G03620	24
AT1G03630	396
AT1G03640	0
AT1G03650	17
AT1G03660	10
AT1G03670	0
AT1G03680	756
AT1G03687	185
AT1G03700	4
AT1G03710	1
AT1G03720	0
AT1G03730	86
AT1G03740	426
AT1G03743	0
AT1G03746	0
AT1G03750	103
AT1G03760	78
AT1G03770	106
AT1G03780	75
AT1G03790	587
AT1G03800	18
AT1G03810	1
AT1G03820	30
AT1G03830	141
AT1G03840	20
AT1G03850	434
AT1G03860	361
AT1G03870	10791
AT1G03880	2
AT1G03890	0
AT1G03900	1830
AT1G03905	62
AT1G03910	898
AT1G03920	100
AT1G03930	441
AT1G03935	35
AT1G03940	0
AT1G03950	102
AT1G03960	159
AT1G03970	166
AT1G03980	2
AT1G03982	0
AT1G03990	3
AT1G04000	308
AT1G04010	173
AT1G04020	62
AT1G04030	121
AT1G04040	2529
AT1G04050	43
AT1G04070	57
AT1G04080	1546
AT1G04090	20
AT1G04100	45
AT1G04110	14
AT1G04120	1319
AT1G04130	82
AT1G04140	1893
AT1G04150	4
AT1G04160	155
AT1G04170	1104
AT1G04171	0
AT1G04180	14
AT1G04190	271
AT1G04200	341
AT1G04210	645
AT1G04220	754
AT1G04230	103
AT1G04240	978
AT1G04250	2461
AT1G04260	193
AT1G04270	1993
AT1G04280	927
AT1G04290	88
AT1G04295	17
AT1G04300	2542
AT1G04310	433
AT1G04320	0
AT1G04330	0
AT1G04340	140
AT1G04350	60
AT1G04360	56
AT1G04370	0
AT1G04380	1
AT1G04390	128
AT1G04400	2510
AT1G04410	6009
AT1G04420	558
AT1G04425	13
AT1G04430	1828
AT1G04440	1307
AT1G04445	1
AT1G04450	0
AT1G04470	1
AT1G04480	777
AT1G04490	11
AT1G04500	4
AT1G04501	0
AT1G04510	542
AT1G04520	126
AT1G04530	431
AT1G04540	3
AT1G04550	214
AT1G04555	54
AT1G04560	6
AT1G04570	9
AT1G04580	3
AT1G04590	145
AT1G04600	8
AT1G04610	84
AT1G04620	544
AT1G04625	0
AT1G04630	238
AT1G04635	15
AT1G04640	136
AT1G04645	0
AT1G04650	13
AT1G04660	10
AT1G04670	0
AT1G04680	2354
AT1G04684	0
AT1G04690	723
AT1G04700	24
AT1G04710	140
AT1G04720	0
AT1G04730	47
AT1G04750	884
AT1G04760	12
AT1G04770	215
AT1G04778	11
AT1G04780	722
AT1G04790	265
AT1G04800	541
AT1G04810	1177
AT1G04820	9462
AT1G04830	411
AT1G04840	6
AT1G04850	1129
AT1G04860	503
AT1G04870	191
AT1G04880	3
AT1G04890	0
AT1G04900	64
AT1G04910	497
AT1G04920	32
AT1G04930	47
AT1G04940	180
AT1G04945	31
AT1G04950	414
AT1G04960	254
AT1G04970	623
AT1G04980	96
AT1G04985	358
AT1G04990	304
AT1G05000	124
AT1G05010	1155
AT1G05020	15
AT1G05030	127
AT1G05040	0
AT1G05055	100
AT1G05060	150
AT1G05065	2
AT1G05070	144
AT1G05080	0
AT1G05085	0
AT1G05090	3
AT1G05100	28
AT1G05120	509
AT1G05136	0
AT1G05140	429
AT1G05150	920
AT1G05160	159
AT1G05170	316
AT1G05180	309
AT1G05190	2279
AT1G05200	120
AT1G05205	173
AT1G05210	38
AT1G05220	10
AT1G05230	344
AT1G05240	0
AT1G05250	0
AT1G05260	2056
AT1G05270	628
AT1G05280	11
AT1G05290	0
AT1G05291	0
AT1G05300	31
AT1G05310	57
AT1G05320	500
AT1G05330	7
AT1G05340	508
AT1G05350	317
AT1G05360	237
AT1G05370	13
AT1G05380	973
AT1G05385	180
AT1G05390	0
AT1G05400	17
AT1G05410	139
AT1G05420	53
AT1G05430	210
AT1G05440	6
AT1G05450	0
AT1G05460	133
AT1G05470	127
AT1G05490	107
AT1G05500	481
AT1G05510	0
AT1G05520	771
AT1G05530	11
AT1G05540	1
AT1G05550	1
AT1G05560	1527
AT1G05562	85
AT1G05570	1878
AT1G05575	33
AT1G05577	5
AT1G05580	0
AT1G05590	263
AT1G05600	96
AT1G05610	4
AT1G05615	0
AT1G05620	290
AT1G05630	126
AT1G05640	57
AT1G05650	6
AT1G05660	14
AT1G05670	83
AT1G05675	10
AT1G05680	585
AT1G05690	11
AT1G05700	83
AT1G05710	80
AT1G05720	241
AT1G05730	4
AT1G05740	0
AT1G05750	71
AT1G05760	74
AT1G05770	13
AT1G05780	99
AT1G05785	120
AT1G05790	633
AT1G05800	0
AT1G05805	593
AT1G05810	438
AT1G05820	52
AT1G05830	1065
AT1G05835	647
AT1G05840	544
AT1G05850	8649
AT1G05860	114
AT1G05870	439
AT1G05880	6
AT1G05890	2827
AT1G05894	10
AT1G05900	161
AT1G05910	275
AT1G05920	0
AT1G05925	0
AT1G05930	0
AT1G05940	500
AT1G05950	63
AT1G05960	1931
AT1G05970	63
AT1G05980	0
AT1G05990	0
AT1G06000	157
AT1G06002	103
AT1G06010	98
AT1G06020	3
AT1G06030	0
AT1G06040	1191
AT1G06050	73
AT1G06060	478
AT1G06070	435
AT1G06080	405
AT1G06090	79
AT1G06100	0
AT1G06110	729
AT1G06120	13
AT1G06130	365
AT1G06135	0
AT1G06137	0
AT1G06140	4
AT1G06148	2
AT1G06149	0
AT1G06150	33
AT1G06160	2
AT1G06170	3
AT1G06180	79
AT1G06190	650
AT1G06200	410
AT1G06210	324
AT1G06220	608
AT1G06225	7
AT1G06230	1129
AT1G06240	103
AT1G06250	9
AT1G06260	0
AT1G06265	225
AT1G06270	24
AT1G06280	0
AT1G06290	971
AT1G06310	3
AT1G06320	7
AT1G06330	17
AT1G06340	2
AT1G06350	170
AT1G06360	1075
AT1G06380	64
AT1G06390	1227
AT1G06400	832
AT1G06410	2145
AT1G06420	13
AT1G06430	518
AT1G06440	13
AT1G06450	67
AT1G06460	216
AT1G06470	219
AT1G06475	8
AT1G06480	0
AT1G06490	97
AT1G06500	95
AT1G06510	106
AT1G06515	243
AT1G06520	22
AT1G06530	617
AT1G06540	2
AT1G06550	374
AT1G06560	125
AT1G06570	2476
AT1G06580	35
AT1G06590	116
AT1G06610	0
AT1G06620	224
AT1G06630	242
AT1G06640	951
AT1G06645	79
AT1G06650	195
AT1G06660	13
AT1G06670	834
AT1G06680	4828
AT1G06690	166
AT1G06700	2265
AT1G06710	57
AT1G06720	288
AT1G06730	156
AT1G06750	20
AT1G06760	1517
AT1G06770	110
AT1G06780	304
AT1G06790	76
AT1G06800	198
AT1G06810	0
AT1G06820	271
AT1G06830	14
AT1G06840	532
AT1G06850	432
AT1G06860	0
AT1G06870	300
AT1G06880	0
AT1G06890	999
AT1G06900	955
AT1G06910	59
AT1G06920	0
AT1G06923	2
AT1G06925	12
AT1G06930	32
AT1G06950	2195
AT1G06960	122
AT1G06970	4
AT1G06980	268
AT1G06990	0
AT1G07000	246
AT1G07010	193
AT1G07020	225
AT1G07025	0
AT1G07030	320
AT1G07040	800
AT1G07050	46
AT1G07051	0
AT1G07060	0
AT1G07070	70
AT1G07080	1218
AT1G07090	202
AT1G07100	0
AT1G07110	1619
AT1G07119	10
AT1G07120	5
AT1G07128	24
AT1G07130	54
AT1G07135	77
AT1G07140	2364
AT1G07150	160
AT1G07160	7
AT1G07170	170
AT1G07175	3
AT1G07180	1
AT1G07190	0
AT1G07200	462
AT1G07210	186
AT1G07220	96
AT1G07230	548
AT1G07240	561
AT1G07250	314
AT1G07260	131
AT1G07270	0
AT1G07280	137
AT1G07290	12
AT1G07300	51
AT1G07310	1024
AT1G07320	3694
AT1G07330	2
AT1G07340	0
AT1G07350	898
AT1G07360	624
AT1G07370	59
AT1G07380	225
AT1G07390	25
AT1G07400	262
AT1G07410	29
AT1G07420	483
AT1G07430	14
AT1G07440	198
AT1G07450	0
AT1G07460	0
AT1G07470	352
AT1G07473	1
AT1G07476	0
AT1G07480	448
AT1G07485	3
AT1G07490	10
AT1G07500	1
AT1G07510	471
AT1G07520	172
AT1G07530	772
AT1G07540	0
AT1G07550	7
AT1G07560	41
AT1G07570	455
AT1G07580	0
AT1G07590	7221
AT1G07600	0
AT1G07610	1026
AT1G07615	90
AT1G07620	19
AT1G07630	327
AT1G07640	332
AT1G07645	1
AT1G07650	1276
AT1G07660	158
AT1G07670	726
AT1G07680	3
AT1G07690	9
AT1G07700	156
AT1G07702	0
AT1G07705	247
AT1G07710	6
AT1G07720	739
AT1G07725	1
AT1G07728	290
AT1G07730	0
AT1G07740	46
AT1G07745	124
AT1G07747	0
AT1G07750	518
AT1G07760	0
AT1G07770	1749
AT1G07780	89
AT1G07790	211
AT1G07795	2
AT1G07810	611
AT1G07820	527
AT1G07830	165
AT1G07840	153
AT1G07850	2
AT1G07860	0
AT1G07870	131
AT1G07880	10
AT1G07885	0
AT1G07890	4828
AT1G07900	0
AT1G07901	0
AT1G07910	260
AT1G07920	3615
AT1G07930	2013
AT1G07940	1797
AT1G07950	149
AT1G07960	289
AT1G07970	158
AT1G07980	252
AT1G07985	627
AT1G07990	1208
AT1G08000	125
AT1G08005	3
AT1G08010	737
AT1G08030	402
AT1G08032	0
AT1G08035	0
AT1G08040	192
AT1G08050	187
AT1G08060	485
AT1G08065	0
AT1G08070	17
AT1G08080	0
AT1G08090	6
AT1G08100	0
AT1G08110	973
AT1G08115	169
AT1G08120	4
AT1G08125	283
AT1G08130	259
AT1G08135	0
AT1G08140	0
AT1G08150	0
AT1G08160	343
AT1G08165	5
AT1G08170	0
AT1G08180	48
AT1G08190	1641
AT1G08200	3029
AT1G08210	381
AT1G08220	34
AT1G08230	386
AT1G08240	0
AT1G08250	182
AT1G08260	298
AT1G08270	17
AT1G08280	110
AT1G08290	1
AT1G08300	48
AT1G08310	53
AT1G08315	169
AT1G08320	431
AT1G08340	99
AT1G08350	129
AT1G08360	1153
AT1G08370	765
AT1G08380	1807
AT1G08390	25
AT1G08400	63
AT1G08410	131
AT1G08420	1275
AT1G08430	18
AT1G08440	0
AT1G08450	581
AT1G08460	460
AT1G08465	166
AT1G08470	132
AT1G08480	612
AT1G08490	369
AT1G08500	579
AT1G08510	3727
AT1G08520	2141
AT1G08530	70
AT1G08540	792
AT1G08550	358
AT1G08560	115
AT1G08570	967
AT1G08580	182
AT1G08590	341
AT1G08592	71
AT1G08600	611
AT1G08610	81
AT1G08620	610
AT1G08630	522
AT1G08640	426
AT1G08650	446
AT1G08660	605
AT1G08670	85
AT1G08680	1032
AT1G08695	0
AT1G08700	482
AT1G08710	139
AT1G08720	384
AT1G08730	15
AT1G08750	167
AT1G08760	443
AT1G08770	209
AT1G08780	154
AT1G08790	0
AT1G08800	664
AT1G08810	181
AT1G08820	743
AT1G08830	2794
AT1G08840	59
AT1G08845	45
AT1G08860	1
AT1G08870	0
AT1G08880	446
AT1G08890	496
AT1G08900	407
AT1G08910	536
AT1G08920	360
AT1G08930	1592
AT1G08940	88
AT1G08950	0
AT1G08960	161
AT1G08970	482
AT1G08980	772
AT1G08985	0
AT1G08990	115
AT1G09000	82
AT1G09010	1377
AT1G09020	892
AT1G09026	0
AT1G09030	0
AT1G09040	39
AT1G09050	24
AT1G09060	499
AT1G09070	2370
AT1G09080	4
AT1G09090	117
AT1G09100	242
AT1G09110	0
AT1G09130	877
AT1G09140	1868
AT1G09150	282
AT1G09155	11
AT1G09157	2
AT1G09160	372
AT1G09170	8
AT1G09176	0
AT1G09180	2
AT1G09190	28
AT1G09195	147
AT1G09200	393
AT1G09210	1219
AT1G09220	6
AT1G09230	323
AT1G09240	26
AT1G09245	0
AT1G09250	776
AT1G09260	0
AT1G09270	1064
AT1G09280	723
AT1G09290	104
AT1G09300	33
AT1G09310	11982
AT1G09320	101
AT1G09330	367
AT1G09340	1064
AT1G09350	13
AT1G09360	0
AT1G09370	0
AT1G09380	12
AT1G09390	252
AT1G09400	6
AT1G09410	28
AT1G09415	252
AT1G09420	344
AT1G09421	24
AT1G09430	1303
AT1G09440	55
AT1G09450	16
AT1G09460	818
AT1G09470	24
AT1G09480	34
AT1G09483	0
AT1G09490	182
AT1G09500	0
AT1G09510	0
AT1G09520	215
AT1G09530	948
AT1G09540	109
AT1G09550	0
AT1G09560	2161
AT1G09570	13457
AT1G09575	144
AT1G09580	96
AT1G09590	815
AT1G09600	13
AT1G09610	33
AT1G09620	2076
AT1G09625	0
AT1G09630	182
AT1G09640	3679
AT1G09645	160
AT1G09650	10
AT1G09660	374
AT1G09665	0
AT1G09680	9
AT1G09690	1450
AT1G09700	74
AT1G09710	242
AT1G09720	0
AT1G09730	658
AT1G09740	887
AT1G09750	2900
AT1G09760	331
AT1G09770	3143
AT1G09780	1025
AT1G09790	0
AT1G09794	27
AT1G09795	335
AT1G09800	32
AT1G09810	113
AT1G09812	16
AT1G09815	150
AT1G09820	51
AT1G09830	244
AT1G09840	611
AT1G09850	248
AT1G09860	1
AT1G09870	362
AT1G09880	10
AT1G09890	39
AT1G09900	133
AT1G09910	381
AT1G09920	402
AT1G09930	0
AT1G09932	20
AT1G09935	0
AT1G09940	486
AT1G09950	42
AT1G09960	163
AT1G09970	1941
AT1G09980	499
AT1G09995	29
AT1G10000	9
AT1G10010	0
AT1G10020	300
AT1G10030	111
AT1G10040	54
AT1G10050	225
AT1G10060	66
AT1G10070	3741
AT1G10090	564
AT1G10095	64
AT1G10100	0
AT1G10110	6
AT1G10120	785
AT1G10130	735
AT1G10140	673
AT1G10150	282
AT1G10155	1
AT1G10170	1602
AT1G10180	261
AT1G10190	0
AT1G10200	1426
AT1G10210	224
AT1G10220	7
AT1G10230	66
AT1G10240	134
AT1G10250	0
AT1G10270	87
AT1G10280	58
AT1G10290	1301
AT1G10300	11
AT1G10310	117
AT1G10320	276
AT1G10330	13
AT1G10340	82
AT1G10350	146
AT1G10360	199
AT1G10370	73
AT1G10380	285
AT1G10385	0
AT1G10390	1829
AT1G10400	49
AT1G10410	720
AT1G10417	30
AT1G10430	408
AT1G10440	0
AT1G10450	560
AT1G10455	0
AT1G10460	11
AT1G10470	352
AT1G10480	91
AT1G10490	104
AT1G10500	281
AT1G10510	412
AT1G10520	17
AT1G10522	151
AT1G10530	23
AT1G10540	1
AT1G10550	243
AT1G10560	117
AT1G10570	305
AT1G10580	376
AT1G10585	0
AT1G10586	0
AT1G10588	0
AT1G10590	1056
AT1G10600	149
AT1G10610	155
AT1G10620	0
AT1G10630	903
AT1G10640	39
AT1G10650	232
AT1G10652	0
AT1G10657	2
AT1G10660	1021
AT1G10670	2466
AT1G10680	0
AT1G10682	1628
AT1G10690	63
AT1G10700	197
AT1G10710	1
AT1G10717	0
AT1G10720	397
AT1G10730	92
AT1G10740	940
AT1G10745	0
AT1G10747	0
AT1G10750	49
AT1G10760	1099
AT1G10770	0
AT1G10780	65
AT1G10790	3
AT1G10800	15
AT1G10810	13
AT1G10820	344
AT1G10830	149
AT1G10840	1709
AT1G10850	395
AT1G10865	166
AT1G10870	384
AT1G10880	0
AT1G10890	1116
AT1G10900	304
AT1G10910	776
AT1G10920	22
AT1G10930	188
AT1G10940	1351
AT1G10950	2043
AT1G10960	2604
AT1G10970	46
AT1G10980	0
AT1G10990	54
AT1G11000	306
AT1G11010	0
AT1G11020	214
AT1G11030	0
AT1G11040	0
AT1G11050	112
AT1G11060	265
AT1G11070	6
AT1G11080	70
AT1G11090	88
AT1G11100	67
AT1G11110	0
AT1G11112	0
AT1G11120	200
AT1G11125	18
AT1G11130	61
AT1G11145	0
AT1G11160	11
AT1G11170	39
AT1G11175	308
AT1G11180	230
AT1G11185	23
AT1G11190	60
AT1G11200	132
AT1G11210	61
AT1G11220	11
AT1G11230	0
AT1G11240	197
AT1G11250	2
AT1G11260	4502
AT1G11270	83
AT1G11280	435
AT1G11290	33
AT1G11300	134
AT1G11310	1294
AT1G11320	27
AT1G11330	30
AT1G11340	18
AT1G11350	229
AT1G11360	633
AT1G11362	0
AT1G11370	1
AT1G11380	233
AT1G11390	262
AT1G11400	471
AT1G11410	173
AT1G11420	24
AT1G11430	713
AT1G11440	130
AT1G11450	34
AT1G11460	2
AT1G11470	0
AT1G11475	98
AT1G11480	1606
AT1G11490	1
AT1G11500	6
AT1G11510	0
AT1G11520	0
AT1G11530	343
AT1G11540	27
AT1G11545	1951
AT1G11550	0
AT1G11560	0
AT1G11570	7
AT1G11572	0
AT1G11580	932
AT1G11590	0
AT1G11592	208
AT1G11593	0
AT1G11600	334
AT1G11608	0
AT1G11610	0
AT1G11620	0
AT1G11630	51
AT1G11640	0
AT1G11650	3574
AT1G11655	0
AT1G11660	559
AT1G11670	458
AT1G11680	1381
AT1G11684	0
AT1G11690	0
AT1G11700	66
AT1G11710	36
AT1G11720	613
AT1G11730	16
AT1G11735	24
AT1G11740	216
AT1G11750	697
AT1G11755	84
AT1G11760	111
AT1G11765	0
AT1G11770	0
AT1G11780	98
AT1G11785	3
AT1G11790	104
AT1G11800	61
AT1G11810	0
AT1G11820	1003
AT1G11840	724
AT1G11850	99
AT1G11860	4992
AT1G11870	306
AT1G11880	72
AT1G11890	350
AT1G11900	18
AT1G11905	125
AT1G11910	8103
AT1G11915	18
AT1G11920	0
AT1G11925	0
AT1G11930	602
AT1G11940	63
AT1G11950	151
AT1G11960	442
AT1G11970	0
AT1G11980	0
AT1G11990	0
AT1G12000	745
AT1G12010	125
AT1G12013	2
AT1G12015	0
AT1G12020	48
AT1G12030	0
AT1G12040	27
AT1G12050	340
AT1G12060	18
AT1G12064	11
AT1G12070	54
AT1G12080	26109
AT1G12090	11806
AT1G12100	1
AT1G12110	3519
AT1G12120	695
AT1G12130	12
AT1G12140	296
AT1G12150	0
AT1G12160	86
AT1G12170	0
AT1G12180	0
AT1G12190	0
AT1G12200	221
AT1G12210	29
AT1G12211	0
AT1G12220	173
AT1G12230	1560
AT1G12240	696
AT1G12244	38
AT1G12250	138
AT1G12260	71
AT1G12270	614
AT1G12280	65
AT1G12290	137
AT1G12294	0
AT1G12300	42
AT1G12310	1226
AT1G12320	59
AT1G12330	382
AT1G12340	0
AT1G12350	226
AT1G12360	1322
AT1G12370	0
AT1G12380	18
AT1G12390	168
AT1G12400	64
AT1G12410	997
AT1G12411	0
AT1G12420	164
AT1G12423	0
AT1G12430	289
AT1G12440	1973
AT1G12450	128
AT1G12451	0
AT1G12460	160
AT1G12470	669
AT1G12480	9
AT1G12490	0
AT1G12500	1077
AT1G12510	0
AT1G12520	1216
AT1G12530	161
AT1G12540	0
AT1G12550	15
AT1G12560	7
AT1G12570	1
AT1G12580	833
AT1G12590	0
AT1G12600	3
AT1G12610	5
AT1G12620	117
AT1G12630	0
AT1G12640	430
AT1G12650	207
AT1G12660	0
AT1G12663	0
AT1G12665	0
AT1G12672	0
AT1G12680	308
AT1G12700	69
AT1G12710	76
AT1G12730	78
AT1G12740	45
AT1G12750	172
AT1G12760	1032
AT1G12770	422
AT1G12775	41
AT1G12780	2773
AT1G12790	151
AT1G12800	1077
AT1G12805	0
AT1G12810	447
AT1G12820	1138
AT1G12830	94
AT1G12840	1306
AT1G12845	146
AT1G12850	486
AT1G12855	0
AT1G12860	297
AT1G12870	0
AT1G12880	62
AT1G12890	0
AT1G12900	1191
AT1G12910	483
AT1G12920	1018
AT1G12930	358
AT1G12938	0
AT1G12940	3
AT1G12950	7
AT1G12960	0
AT1G12970	218
AT1G12980	3
AT1G12990	316
AT1G13000	292
AT1G13010	0
AT1G13020	521
AT1G13030	68
AT1G13040	33
AT1G13050	55
AT1G13060	1024
AT1G13080	503
AT1G13090	230
AT1G13100	151
AT1G13110	794
AT1G13120	200
AT1G13130	11
AT1G13140	0
AT1G13150	0
AT1G13160	268
AT1G13170	385
AT1G13180	104
AT1G13190	417
AT1G13195	113
AT1G13200	0
AT1G13210	650
AT1G13220	279
AT1G13230	4
AT1G13240	0
AT1G13245	380
AT1G13250	361
AT1G13260	2363
AT1G13270	224
AT1G13280	647
AT1G13290	0
AT1G13300	211
AT1G13310	5
AT1G13320	902
AT1G13330	14
AT1G13340	23
AT1G13350	543
AT1G13360	756
AT1G13370	0
AT1G13380	264
AT1G13390	264
AT1G13400	10
AT1G13410	11
AT1G13420	46
AT1G13430	136
AT1G13440	6480
AT1G13448	4
AT1G13450	553
AT1G13460	185
AT1G13470	0
AT1G13480	14
AT1G13485	0
AT1G13490	3
AT1G13500	3
AT1G13510	4
AT1G13520	46
AT1G13530	44
AT1G13540	5
AT1G13550	13
AT1G13560	563
AT1G13570	331
AT1G13580	74
AT1G13590	70
AT1G13600	17
AT1G13605	0
AT1G13607	0
AT1G13608	0
AT1G13609	0
AT1G13610	0
AT1G13620	0
AT1G13630	38
AT1G13635	41
AT1G13640	1865
AT1G13650	0
AT1G13670	73
AT1G13680	1
AT1G13690	142
AT1G13700	65
AT1G13710	189
AT1G13720	0
AT1G13730	170
AT1G13740	173
AT1G13750	38
AT1G13755	0
AT1G13760	0
AT1G13770	152
AT1G13780	89
AT1G13790	23
AT1G13800	11
AT1G13810	24
AT1G13820	231
AT1G13830	26
AT1G13840	0
AT1G13850	0
AT1G13860	174
AT1G13870	151
AT1G13880	391
AT1G13890	0
AT1G13900	349
AT1G13910	51
AT1G13920	47
AT1G13930	304
AT1G13940	310
AT1G13950	97
AT1G13960	631
AT1G13970	36
AT1G13980	1011
AT1G13990	285
AT1G14000	896
AT1G14010	201
AT1G14020	268
AT1G14030	258
AT1G14040	89
AT1G14048	0
AT1G14060	33
AT1G14070	21
AT1G14071	1
AT1G14080	55
AT1G14100	0
AT1G14110	0
AT1G14120	290
AT1G14130	124
AT1G14140	129
AT1G14150	148
AT1G14160	92
AT1G14170	175
AT1G14180	58
AT1G14185	17
AT1G14190	16
AT1G14200	264
AT1G14205	16
AT1G14210	395
AT1G14220	2
AT1G14225	0
AT1G14230	301
AT1G14240	44
AT1G14250	0
AT1G14260	6
AT1G14270	372
AT1G14280	351
AT1G14290	553
AT1G14300	75
AT1G14310	64
AT1G14315	1
AT1G14320	3539
AT1G14330	351
AT1G14340	118
AT1G14345	232
AT1G14350	437
AT1G14360	219
AT1G14370	222
AT1G14380	428
AT1G14390	60
AT1G14400	2939
AT1G14410	103
AT1G14420	0
AT1G14430	46
AT1G14440	408
AT1G14450	232
AT1G14455	1
AT1G14460	261
AT1G14470	9
AT1G14480	51
AT1G14490	12
AT1G14500	2
AT1G14510	647
AT1G14518	0
AT1G14520	25
AT1G14530	114
AT1G14540	95
AT1G14549	0
AT1G14550	1
AT1G14560	206
AT1G14570	830
