Geneid	/ufrc/jkim6/share/braskey/data/PRJNA549285/TopHat/alignments/SRR9313227.sam
AT1G04350	337
AT1G04360	44
AT1G04370	0
AT1G04380	2
AT1G04390	202
AT1G04400	3622
AT1G04410	10777
AT1G04420	985
AT1G04425	14
AT1G04430	2693
AT1G04440	1750
AT1G04445	2
AT1G04450	0
AT1G04470	2
AT1G04480	1427
AT1G04490	9
AT1G04500	8
AT1G04501	0
AT1G04510	967
AT1G04520	392
AT1G04530	2042
AT1G04540	2
AT1G04550	685
AT1G04555	79
AT1G04560	37
AT1G04570	42
AT1G04580	1
AT1G04590	261
AT1G04600	11
AT1G04610	125
AT1G04620	455
AT1G04625	2
AT1G04630	351
AT1G04635	21
AT1G04640	294
AT1G04645	0
AT1G04650	24
AT1G04660	8
AT1G04670	0
AT1G04680	2908
AT1G04684	0
AT1G04690	1135
AT1G04700	27
AT1G04710	327
AT1G04720	0
AT1G04730	97
AT1G04750	1213
AT1G04760	32
AT1G04770	624
AT1G04778	15
AT1G04780	1072
AT1G04790	452
AT1G04800	676
AT1G04810	1459
AT1G04820	14709
AT1G04830	545
AT1G04840	17
AT1G04850	1703
AT1G04860	827
AT1G04870	282
AT1G04880	20
AT1G04890	0
AT1G04900	109
AT1G04910	600
AT1G04920	49
AT1G04930	52
AT1G04940	350
AT1G04945	85
AT1G04950	473
AT1G04960	464
AT1G04970	835
AT1G04980	166
AT1G04985	445
AT1G04990	511
AT1G05000	118
AT1G05010	1221
AT1G05020	12
AT1G05030	214
AT1G05040	0
AT1G05055	160
AT1G05060	214
AT1G05065	13
AT1G05070	265
AT1G05080	0
AT1G05085	0
AT1G05090	6
AT1G05100	147
AT1G05120	666
AT1G05136	0
AT1G05140	1166
AT1G05150	1266
AT1G05160	249
AT1G05170	814
AT1G05180	525
AT1G05190	3753
AT1G05200	288
AT1G05205	259
AT1G05210	65
AT1G05220	27
AT1G05230	581
AT1G05240	0
AT1G05250	0
AT1G05260	4468
AT1G05270	800
AT1G05280	27
AT1G05290	0
AT1G05291	0
AT1G05300	36
AT1G05310	97
AT1G05320	871
AT1G05330	2
AT1G05340	858
AT1G05350	550
AT1G05360	458
AT1G05370	17
AT1G05380	1082
AT1G05385	272
AT1G05390	0
AT1G05400	26
AT1G05410	233
AT1G05420	104
AT1G05430	384
AT1G05440	13
AT1G05450	7
AT1G05460	182
AT1G05470	233
AT1G05490	107
AT1G05500	804
AT1G05510	8
AT1G05520	973
AT1G05530	27
AT1G05540	8
AT1G05550	5
AT1G05560	2331
AT1G05562	532
AT1G05570	2388
AT1G05575	32
AT1G05577	4
AT1G05580	0
AT1G05590	555
AT1G05600	136
AT1G05610	11
AT1G05615	0
AT1G05620	490
AT1G05630	257
AT1G05640	110
AT1G05650	24
AT1G05660	53
AT1G05670	153
AT1G05675	48
AT1G05680	1362
AT1G05690	66
AT1G05700	147
AT1G05710	123
AT1G05720	276
AT1G05730	2
AT1G05740	0
AT1G05750	83
AT1G05760	92
AT1G05770	22
AT1G05780	144
AT1G05785	144
AT1G05790	842
AT1G05800	0
AT1G05805	616
AT1G05810	400
AT1G05820	60
AT1G05830	1343
AT1G05835	592
AT1G05840	627
AT1G05850	12093
AT1G05860	191
AT1G05870	2023
AT1G05880	7
AT1G05890	2777
AT1G05894	11
AT1G05900	400
AT1G05910	577
AT1G05920	0
AT1G05925	0
AT1G05930	0
AT1G05940	768
AT1G05950	96
AT1G05960	2846
AT1G05970	66
AT1G05980	1
AT1G05990	0
AT1G06000	1624
AT1G06002	130
AT1G06010	102
AT1G06020	3
AT1G06030	0
AT1G06040	5275
AT1G06050	149
AT1G06060	603
AT1G06070	496
AT1G06080	204
AT1G06090	135
AT1G06100	0
AT1G06110	952
AT1G06120	21
AT1G06130	542
AT1G06135	5
AT1G06137	0
AT1G06140	12
AT1G06148	1
AT1G06149	0
AT1G06150	41
AT1G06160	0
AT1G06170	2
AT1G06180	327
AT1G06190	1266
AT1G06200	607
AT1G06210	468
AT1G06220	1026
AT1G06225	6
AT1G06230	1657
AT1G06240	266
AT1G06250	5
AT1G06260	0
AT1G06265	176
AT1G06270	60
AT1G06280	0
AT1G06290	1323
AT1G06310	7
AT1G06320	4
AT1G06330	9
AT1G06340	0
AT1G06350	160
AT1G06360	2459
AT1G06380	115
AT1G06390	1518
AT1G06400	1059
AT1G06410	4295
AT1G06420	23
AT1G06430	1480
AT1G06440	25
AT1G06450	129
AT1G06460	336
AT1G06470	417
AT1G06475	35
AT1G06480	0
AT1G06490	127
AT1G06500	133
AT1G06510	164
AT1G06515	282
AT1G06520	21
AT1G06530	1019
AT1G06540	5
AT1G06550	723
AT1G06560	145
AT1G06570	3410
AT1G06580	44
AT1G06590	180
AT1G06610	0
AT1G06620	323
AT1G06630	306
AT1G06640	1383
AT1G06645	126
AT1G06650	626
AT1G06660	26
AT1G06670	1431
AT1G06680	14266
AT1G06690	282
AT1G06700	2558
AT1G06710	60
AT1G06720	404
AT1G06730	292
AT1G06750	14
AT1G06760	1614
AT1G06770	118
AT1G06780	448
AT1G06790	123
AT1G06800	296
AT1G06810	2
AT1G06820	603
AT1G06830	29
AT1G06840	731
AT1G06850	440
AT1G06860	0
AT1G06870	593
AT1G06880	0
AT1G06890	1565
AT1G06900	1226
AT1G06910	100
AT1G06920	0
AT1G06923	0
AT1G06925	5
AT1G06930	50
AT1G06950	3861
AT1G06960	200
AT1G06970	6
AT1G06980	319
AT1G06990	0
AT1G07000	413
AT1G07010	1833
AT1G07020	198
AT1G07025	1
AT1G07030	689
AT1G07040	657
AT1G07050	167
AT1G07051	0
AT1G07060	3
AT1G07070	129
AT1G07080	1825
AT1G07090	261
AT1G07100	0
AT1G07110	2797
AT1G07119	15
AT1G07120	3
AT1G07128	44
AT1G07130	77
AT1G07135	194
AT1G07140	3611
AT1G07150	1684
AT1G07160	19
AT1G07170	169
AT1G07175	5
AT1G07180	371
AT1G07190	0
AT1G07200	1348
AT1G07210	248
AT1G07220	198
AT1G07230	583
AT1G07240	640
AT1G07250	643
AT1G07260	151
AT1G07270	15
AT1G07280	116
AT1G07290	50
AT1G07300	77
AT1G07310	1162
AT1G07320	5569
AT1G07330	6
AT1G07340	0
AT1G07350	1819
AT1G07360	1260
AT1G07370	142
AT1G07380	344
AT1G07390	42
AT1G07400	492
AT1G07410	42
AT1G07420	622
AT1G07430	67
AT1G07440	240
AT1G07450	1
AT1G07460	0
AT1G07470	454
AT1G07473	3
AT1G07476	0
AT1G07480	634
AT1G07485	6
AT1G07490	19
AT1G07500	11
AT1G07510	822
AT1G07520	379
AT1G07530	1065
AT1G07540	3
AT1G07550	18
AT1G07560	72
AT1G07570	982
AT1G07580	0
AT1G07590	11918
AT1G07600	0
AT1G07610	2156
AT1G07615	106
AT1G07620	54
AT1G07630	567
AT1G07640	577
AT1G07645	11
AT1G07650	1990
AT1G07660	171
AT1G07670	1066
AT1G07680	2
AT1G07690	24
AT1G07700	593
AT1G07702	0
AT1G07705	418
AT1G07710	8
AT1G07720	2048
AT1G07725	1
AT1G07728	461
AT1G07730	0
AT1G07740	70
AT1G07745	136
AT1G07747	0
AT1G07750	1025
AT1G07760	0
AT1G07770	2959
AT1G07780	131
AT1G07790	443
AT1G07795	2
AT1G07810	986
AT1G07820	516
AT1G07830	216
AT1G07840	245
AT1G07850	1
AT1G07860	0
AT1G07870	282
AT1G07880	16
AT1G07885	0
AT1G07890	16490
AT1G07900	1
AT1G07901	0
AT1G07910	368
AT1G07920	5424
AT1G07930	3738
AT1G07940	3134
AT1G07950	212
AT1G07960	511
AT1G07970	193
AT1G07980	289
AT1G07985	596
AT1G07990	1589
AT1G08000	239
AT1G08005	2
AT1G08010	583
AT1G08030	622
AT1G08032	0
AT1G08035	1
AT1G08040	317
AT1G08050	340
AT1G08060	640
AT1G08065	0
AT1G08070	27
AT1G08080	0
AT1G08090	13
AT1G08100	0
AT1G08110	1322
AT1G08115	105
AT1G08120	2
AT1G08125	291
AT1G08130	486
AT1G08135	0
AT1G08140	0
AT1G08150	1
AT1G08160	534
AT1G08165	4
AT1G08170	0
AT1G08180	109
AT1G08190	2789
AT1G08200	5709
AT1G08210	390
AT1G08220	46
AT1G08230	532
AT1G08240	0
AT1G08250	372
AT1G08260	506
AT1G08270	6
AT1G08280	150
AT1G08290	0
AT1G08300	49
AT1G08310	49
AT1G08315	190
AT1G08320	530
AT1G08340	113
AT1G08350	195
AT1G08360	1894
AT1G08370	937
AT1G08380	9773
AT1G08390	86
AT1G08400	88
AT1G08410	223
AT1G08420	2051
AT1G08430	18
AT1G08440	2
AT1G08450	854
AT1G08460	451
AT1G08465	189
AT1G08470	271
AT1G08480	1044
AT1G08490	752
AT1G08500	622
AT1G08510	4270
AT1G08520	3972
AT1G08530	133
AT1G08540	1675
AT1G08550	688
AT1G08560	262
AT1G08570	3600
AT1G08580	258
AT1G08590	507
AT1G08592	80
AT1G08600	994
AT1G08610	62
AT1G08620	1091
AT1G08630	154
AT1G08640	931
AT1G08650	926
AT1G08660	761
AT1G08670	108
AT1G08680	1335
AT1G08695	0
AT1G08700	709
AT1G08710	153
AT1G08720	539
AT1G08730	15
AT1G08750	194
AT1G08760	773
AT1G08770	388
AT1G08780	294
AT1G08790	0
AT1G08800	1088
AT1G08810	156
AT1G08820	850
AT1G08830	4057
AT1G08840	102
AT1G08845	46
AT1G08860	5
AT1G08870	0
AT1G08880	535
AT1G08890	734
AT1G08900	520
AT1G08910	940
AT1G08920	1155
AT1G08930	2334
AT1G08940	161
AT1G08950	0
AT1G08960	295
AT1G08970	791
AT1G08980	792
AT1G08985	0
AT1G08990	171
AT1G09000	87
AT1G09010	1372
AT1G09020	1542
AT1G09026	0
AT1G09030	0
AT1G09040	60
AT1G09050	43
AT1G09060	928
AT1G09070	4435
AT1G09080	8
AT1G09090	211
AT1G09100	381
AT1G09110	0
AT1G09130	1382
AT1G09140	2799
AT1G09150	494
AT1G09155	30
AT1G09157	2
AT1G09160	648
AT1G09170	17
AT1G09176	0
AT1G09180	15
AT1G09190	41
AT1G09195	242
AT1G09200	547
AT1G09210	2054
AT1G09220	20
AT1G09230	496
AT1G09240	260
AT1G09245	0
AT1G09250	1528
AT1G09260	0
AT1G09270	1664
AT1G09280	792
AT1G09290	114
AT1G09300	51
AT1G09310	21318
AT1G09320	149
AT1G09330	634
AT1G09340	5910
AT1G09350	351
AT1G09360	0
AT1G09370	0
AT1G09380	35
AT1G09390	839
AT1G09400	3
AT1G09410	40
AT1G09415	241
AT1G09420	513
AT1G09421	7
AT1G09430	1734
AT1G09440	70
AT1G09450	38
AT1G09460	664
AT1G09470	26
AT1G09480	51
AT1G09483	0
AT1G09490	277
AT1G09500	3
AT1G09510	0
AT1G09520	253
AT1G09530	799
AT1G09540	142
AT1G09550	0
AT1G09560	3095
AT1G09570	10392
AT1G09575	162
AT1G09580	89
AT1G09590	1552
AT1G09600	23
AT1G09610	28
AT1G09620	2861
AT1G09625	0
AT1G09630	276
AT1G09640	4922
AT1G09645	268
AT1G09650	11
AT1G09660	566
AT1G09665	0
AT1G09680	17
AT1G09690	2562
AT1G09700	80
AT1G09710	221
AT1G09720	0
AT1G09730	911
AT1G09740	1326
AT1G09750	3157
AT1G09760	548
AT1G09770	3252
AT1G09780	2181
AT1G09790	0
AT1G09794	55
AT1G09795	488
AT1G09800	70
AT1G09810	140
AT1G09812	51
AT1G09815	224
AT1G09820	125
AT1G09830	447
AT1G09840	1018
AT1G09850	295
AT1G09860	0
AT1G09870	771
AT1G09880	7
AT1G09890	55
AT1G09900	306
AT1G09910	374
AT1G09920	757
AT1G09930	4
AT1G09932	50
AT1G09935	0
AT1G09940	681
AT1G09950	94
AT1G09960	253
AT1G09970	3289
AT1G09980	759
AT1G09995	57
AT1G10000	5
AT1G10010	0
AT1G10020	512
AT1G10030	239
AT1G10040	88
AT1G10050	437
AT1G10060	52
AT1G10070	855
AT1G10090	652
AT1G10095	58
AT1G10100	0
AT1G10110	10
AT1G10120	1139
AT1G10130	1187
AT1G10140	365
AT1G10150	484
AT1G10155	6
AT1G10170	3002
AT1G10180	507
AT1G10190	0
AT1G10200	1808
AT1G10210	238
AT1G10220	5
AT1G10230	108
AT1G10240	192
AT1G10250	0
AT1G10270	164
AT1G10280	155
AT1G10290	1891
AT1G10300	15
AT1G10310	174
AT1G10320	363
AT1G10330	30
AT1G10340	113
AT1G10350	294
AT1G10360	504
AT1G10370	607
AT1G10380	450
AT1G10385	2
AT1G10390	2491
AT1G10400	76
AT1G10410	1170
AT1G10417	40
AT1G10430	685
AT1G10440	0
AT1G10450	773
AT1G10455	0
AT1G10460	22
AT1G10470	1388
AT1G10480	141
AT1G10490	181
AT1G10500	554
AT1G10510	887
AT1G10520	41
AT1G10522	299
AT1G10530	26
AT1G10540	13
AT1G10550	306
AT1G10560	79
AT1G10570	466
AT1G10580	646
AT1G10585	0
AT1G10586	0
AT1G10588	0
AT1G10590	1639
AT1G10600	204
AT1G10610	188
AT1G10620	0
AT1G10630	1405
AT1G10640	643
AT1G10650	994
AT1G10652	0
AT1G10657	38
AT1G10660	1514
AT1G10670	4417
AT1G10680	0
AT1G10682	2354
AT1G10690	93
AT1G10700	274
AT1G10710	1
AT1G10717	0
AT1G10720	622
AT1G10730	148
AT1G10740	2786
AT1G10745	0
AT1G10747	0
AT1G10750	49
AT1G10760	1763
AT1G10770	1
AT1G10780	78
AT1G10790	5
AT1G10800	13
AT1G10810	16
AT1G10820	446
AT1G10830	296
AT1G10840	2095
AT1G10850	1183
AT1G10865	281
AT1G10870	701
AT1G10880	0
AT1G10890	1205
AT1G10900	554
AT1G10910	917
AT1G10920	52
AT1G10930	387
AT1G10940	1918
AT1G10950	3001
AT1G10960	11933
AT1G10970	64
AT1G10980	0
AT1G10990	84
AT1G11000	483
AT1G11010	0
AT1G11020	322
AT1G11030	0
AT1G11040	0
AT1G11050	285
AT1G11060	404
AT1G11070	9
AT1G11080	96
AT1G11090	138
AT1G11100	95
AT1G11110	0
AT1G11112	2
AT1G11120	257
AT1G11125	20
AT1G11130	143
AT1G11145	1
AT1G11160	20
AT1G11170	74
AT1G11175	236
AT1G11180	316
AT1G11185	13
AT1G11190	124
AT1G11200	229
AT1G11210	56
AT1G11220	11
AT1G11230	0
AT1G11240	272
AT1G11250	2
AT1G11260	2560
AT1G11270	73
AT1G11280	592
AT1G11290	67
AT1G11300	170
AT1G11310	1873
AT1G11320	53
AT1G11330	61
AT1G11340	7
AT1G11350	260
AT1G11360	758
AT1G11362	0
AT1G11370	0
AT1G11380	366
AT1G11390	423
AT1G11400	628
AT1G11410	332
AT1G11420	31
AT1G11430	1403
AT1G11440	249
AT1G11450	117
AT1G11460	1
AT1G11470	0
AT1G11475	164
AT1G11480	1933
AT1G11490	3
AT1G11500	6
AT1G11510	0
AT1G11520	0
AT1G11530	313
AT1G11540	40
AT1G11545	2285
AT1G11550	0
AT1G11560	0
AT1G11570	16
AT1G11572	0
AT1G11580	1657
AT1G11590	0
AT1G11592	321
AT1G11593	0
AT1G11600	1231
AT1G11608	0
AT1G11610	0
AT1G11620	0
AT1G11630	98
AT1G11640	0
AT1G11650	4661
AT1G11655	0
AT1G11660	785
AT1G11670	754
AT1G11680	2176
AT1G11684	0
AT1G11690	0
AT1G11700	284
AT1G11710	65
AT1G11720	1071
AT1G11730	18
AT1G11735	31
AT1G11740	272
AT1G11750	1009
AT1G11755	133
AT1G11760	122
AT1G11765	0
AT1G11770	0
AT1G11780	174
AT1G11785	1
AT1G11790	261
AT1G11800	107
AT1G11810	0
AT1G11820	1615
AT1G11840	1765
AT1G11850	139
AT1G11860	11976
AT1G11870	500
AT1G11880	119
AT1G11890	728
AT1G11900	41
AT1G11905	224
AT1G11910	11438
AT1G11915	38
AT1G11920	0
AT1G11925	0
AT1G11930	825
AT1G11940	115
AT1G11950	149
AT1G11960	460
AT1G11970	0
AT1G11980	0
AT1G11990	0
AT1G12000	1346
AT1G12010	155
AT1G12013	0
AT1G12015	1
AT1G12020	111
AT1G12030	2
AT1G12040	39
AT1G12050	425
AT1G12060	37
AT1G12064	43
AT1G12070	67
AT1G12080	32520
AT1G12090	22616
AT1G12100	5
AT1G12110	7901
AT1G12120	1040
AT1G12130	40
AT1G12140	517
AT1G12150	1
AT1G12160	109
AT1G12170	0
AT1G12180	0
AT1G12190	0
AT1G12200	243
AT1G12210	44
AT1G12211	0
AT1G12220	117
AT1G12230	1975
AT1G12240	2445
AT1G12244	81
AT1G12250	345
AT1G12260	126
AT1G12270	928
AT1G12280	75
AT1G12290	140
AT1G12294	0
AT1G12300	72
AT1G12310	2012
AT1G12320	123
AT1G12330	543
AT1G12340	2
AT1G12350	327
AT1G12360	1691
AT1G12370	79
AT1G12380	46
AT1G12390	159
AT1G12400	90
AT1G12410	1533
AT1G12411	0
AT1G12420	233
AT1G12423	0
AT1G12430	318
AT1G12440	2457
AT1G12450	195
AT1G12451	0
AT1G12460	431
AT1G12470	968
AT1G12480	6
AT1G12490	0
AT1G12500	2599
AT1G12510	0
AT1G12520	1875
AT1G12530	193
AT1G12540	0
AT1G12550	43
AT1G12560	8
AT1G12570	5
AT1G12580	1835
AT1G12590	0
AT1G12600	11
AT1G12610	17
AT1G12620	151
AT1G12630	2
AT1G12640	731
AT1G12650	403
AT1G12660	0
AT1G12663	0
AT1G12665	0
AT1G12672	0
AT1G12680	446
AT1G12700	105
AT1G12710	111
AT1G12730	102
AT1G12740	114
AT1G12750	239
AT1G12760	1535
AT1G12770	841
AT1G12775	54
AT1G12780	2447
AT1G12790	122
AT1G12800	3222
AT1G12805	0
AT1G12810	665
AT1G12820	1668
AT1G12830	183
AT1G12840	2277
AT1G12845	90
AT1G12850	845
AT1G12855	2
AT1G12860	707
AT1G12870	3
AT1G12880	167
AT1G12890	1
AT1G12900	8500
AT1G12910	614
AT1G12920	1401
AT1G12930	544
AT1G12938	0
AT1G12940	5
AT1G12950	14
AT1G12960	0
AT1G12970	244
AT1G12980	4
AT1G12990	512
AT1G13000	430
AT1G13010	0
AT1G13020	858
AT1G13030	82
AT1G13040	28
AT1G13050	68
AT1G13060	1736
AT1G13080	2639
AT1G13090	368
AT1G13100	223
AT1G13110	1044
AT1G13120	350
AT1G13130	5
AT1G13140	0
AT1G13150	0
AT1G13160	454
AT1G13170	680
AT1G13180	131
AT1G13190	542
AT1G13195	217
AT1G13200	0
AT1G13210	935
AT1G13220	357
AT1G13230	5
AT1G13240	0
AT1G13245	608
AT1G13250	240
AT1G13260	1015
AT1G13270	303
AT1G13280	544
AT1G13290	0
AT1G13300	220
AT1G13310	7
AT1G13320	1301
AT1G13330	23
AT1G13340	54
AT1G13350	758
AT1G13360	1297
AT1G13370	0
AT1G13380	358
AT1G13390	341
AT1G13400	5
AT1G13410	18
AT1G13420	143
AT1G13430	305
AT1G13440	20895
AT1G13448	8
AT1G13450	595
AT1G13460	449
AT1G13470	1
AT1G13480	18
AT1G13485	0
AT1G13490	1
AT1G13500	5
AT1G13510	14
AT1G13520	109
AT1G13530	71
AT1G13540	15
AT1G13550	13
AT1G13560	1054
AT1G13570	334
AT1G13580	154
AT1G13590	108
AT1G13600	72
AT1G13605	0
AT1G13607	0
AT1G13608	0
AT1G13609	0
AT1G13610	3
AT1G13620	0
AT1G13630	45
AT1G13635	49
AT1G13640	2351
AT1G13650	11
AT1G13670	202
AT1G13680	0
AT1G13690	186
AT1G13700	85
AT1G13710	267
AT1G13720	0
AT1G13730	454
AT1G13740	579
AT1G13750	84
AT1G13755	0
AT1G13760	0
AT1G13770	235
AT1G13780	147
AT1G13790	39
AT1G13800	11
AT1G13810	41
AT1G13820	338
AT1G13830	57
AT1G13840	0
AT1G13850	0
AT1G13860	334
AT1G13870	260
AT1G13880	673
AT1G13890	0
AT1G13900	587
AT1G13910	74
AT1G13920	61
AT1G13930	2382
AT1G13940	538
AT1G13950	166
AT1G13960	698
AT1G13970	67
AT1G13980	1260
AT1G13990	424
AT1G14000	1447
AT1G14010	346
AT1G14020	436
AT1G14030	430
AT1G14040	117
AT1G14048	0
AT1G14060	66
AT1G14070	38
AT1G14071	1
AT1G14080	79
AT1G14100	0
AT1G14110	0
AT1G14120	566
AT1G14130	208
AT1G14140	207
AT1G14150	334
AT1G14160	117
AT1G14170	244
AT1G14180	100
AT1G14185	57
AT1G14190	22
AT1G14200	565
AT1G14205	28
AT1G14210	748
AT1G14220	8
AT1G14225	0
AT1G14230	615
AT1G14240	113
AT1G14250	0
AT1G14260	6
AT1G14270	733
AT1G14280	684
AT1G14290	1278
AT1G14300	83
AT1G14310	90
AT1G14315	4
AT1G14320	6855
AT1G14330	602
AT1G14340	203
AT1G14345	2053
AT1G14350	514
AT1G14360	181
AT1G14370	292
AT1G14380	627
AT1G14390	95
AT1G14400	3945
AT1G14410	208
AT1G14420	2
AT1G14430	498
AT1G14440	363
AT1G14450	386
AT1G14455	1
AT1G14460	606
AT1G14470	23
AT1G14480	82
AT1G14490	29
